kategoria;narocnost;otazka;odpoved
Mýtológia;1;Kto je bohyňou lásky v rímskej mytológii?;Venus  
Mýtológia;1;Kto je bohom vojny v gréckej mytológii?;Ares  
Mýtológia;1;Aký je názov najznámejšieho gréckého hradu?;Troy  
Mýtológia;1;Kde sa nachádza Olymp?;Grécko  
Mýtológia;1;Kto je bohom zlata a bohatstva?;Pluto  
Mýtológia;1;Kto je bohyňou noci?;Nyx  
Mýtológia;1;Kto je bohom umenia?;Apollón  
Mýtológia;1;Kto je bohom chaosu?;Erebus  
Mýtológia;1;Kto je bohyňou plodnosti?;Demetra  
Mýtológia;1;Kto je bohom svetla?;Apollón  
Mýtológia;1;Kto bol synom boha Poseidóna?;Theseus  
Mýtológia;1;Kto je bohyňou morskej fauny?;Amfitrité  
Mýtológia;1;Kto je bohyňou spravodlivosti?;Themis  
Mýtológia;1;Kto je bohyňa vojny?;Athéna  
Mýtológia;1;Kto je bohom moci?;Zeus  
Mýtológia;1;Kto je bohom lásky?;Eros  
Mýtológia;1;Kto je bohom predkov?;Hades  
Mýtológia;1;Kto je bohyňou neba?;Gaia  
Mýtológia;1;Kto je bohom múz?;Apollón  
Mýtológia;1;Kto je bohom času?;Chronos  
Mýtológia;1;Kto je bohyňa vína?;Bacchus  
Mýtológia;1;Kto je bohom búrky?;Zeus
Mytológia;1;Kto je bohom morských vĺn?;Poseidón  
Mytológia;1;Kto je bohyňou múdrosti?;Athéna  
Mytológia;1;Kto je bohom ohňa?;Hefestos  
Mytológia;1;Kto je kráľom bohov v rímskej mytológii?;Jupiter  
Mytológia;1;Kto je bohyňa lásky v gréckej mytológii?;Afrodíta  
Mytológia;1;Kto je bohom smrteľných?;Hádés  
Mytológia;1;Kto je bohyňou vína?;Dionýzos  
Mytológia;1;Kto je bohom neba?;Uranus  
Mytológia;1;Kto je bohyňa plodnosti v rímskej mytológii?;Ceres  
Mytológia;1;Kto je bohyňou rodiny?;Héra  
Mytológia;1;Kto je bohom poľovníctva?;Artemis  
Mytológia;1;Kto je bohom búrky v gréckej mytológii?;Zeus  
Mytológia;1;Kto je bohom umenia a poézie?;Apollón  
Mytológia;1;Kto je bohyňa slnka?;Helios  
Mytológia;1;Kto je bohom vojenskej stratégie?;Ares  
Mytológia;1;Kto je bohyňa morskej hladiny?;Amfitríté  
Mytológia;1;Kto je bohom cesty a obchodovania?;Hermes  
Mytológia;1;Kto je bohom podsvetia v gréckej mytológii?;Hádés  
Mytológia;1;Kto je bohyňa osudu?;Moiry  
Mytológia;1;Kto je bohyňa moci?;Héra  
Mytológia;1;Kto je bohom chaosu?;Khaos  
Mytológia;1;Kto je bohyňou noci?;Nyx  
Mytológia;1;Kto je bohom svetla v gréckej mytológii?;Apollón  
Mytológia;1;Kto je bohyňa jari?;Persefona  
Mytológia;1;Kto je bohyňa smrti?;Thanatos  
Mytológia;1;Kto je bohom múz?;Apollón  
Mytológia;1;Kto je bohyňa krásy?;Afrodíta  
Mytológia;1;Kto je bohom zeme?;Gaiá  
Mytológia;1;Kto je bohyňa plodnosti v gréckej mytológii?;Deméter  
Mytológia;1;Kto je bohom neviditeľnosti?;Hádés  
Mytológia;1;Kto je bohyňa vojny v rímskej mytológii?;Bellona  
Mytológia;1;Kto je bohom šťastia?;Fortúna  
Mytológia;1;Kto je bohyňa osudu v rímskej mytológii?;Parcae  
Mytológia;1;Kto je bohom vojny?;Mars  
Mytológia;1;Kto je bohyňa múz?;Kalliope  
Mytológia;1;Kto je bohom múz a inšpirácie?;Apollón  
Mytológia;1;Kto je bohyňa zákona?;Temis  
Mytológia;1;Kto je bohom prírodných síl?;Pan  
Mytológia;1;Kto je bohyňa lásky v rímskej mytológii?;Venus  
Mytológia;1;Kto je bohom pomsty?;Nemesis  
Mytológia;1;Kto je bohyňa zeme?;Gaia  
Mytológia;1;Kto je bohom času?;Chronos  
Mytológia;1;Kto je bohyňa jari v gréckej mytológii?;Persefona  
Mytológia;1;Kto je bohom vojny v rímskej mytológii?;Mars  
Mytológia;1;Kto je bohyňa zeme v rímskej mytológii?;Tellus  
Mytológia;1;Kto je bohom zveri?;Artemis  
Mytológia;1;Kto je bohyňa šťastia?;Fortuna  
Mytológia;1;Kto je bohom zeme v gréckej mytológii?;Gaia
Mytológia;2;Kto je bohom podsvetia v gréckej mytológii?;Hades  
Mytológia;2;Kto je bohyňa plodnosti v rímskej mytológii?;Ceres  
Mytológia;2;Kto je bohom oblohy v gréckej mytológii?;Zeus  
Mytológia;2;Kto je bohyňa lásky v severskej mytológii?;Freyja  
Mytológia;2;Kto je bohom svetla v rímskej mytológii?;Apollo  
Mytológia;2;Ktorá bohyně je známa svojou krásou?;Venus  
Mytológia;2;Kto je bohom zeme v rímskej mytológii?;Tellus  
Mytológia;2;Kto je bohom smrti v gréckej mytológii?;Thanatos  
Mytológia;2;Kto je bohyňou vojny v gréckej mytológii?;Athena  
Mytológia;2;Kto je bohom morských hlbín?;Poseidón  
Mytológia;2;Kto je bohyňa jari v rímskej mytológii?;Flora  
Mytológia;2;Kto je bohom vína v rímskej mytológii?;Bacchus  
Mytológia;2;Kto je bohyňa múdrosti v gréckej mytológii?;Athena  
Mytológia;2;Kto je bohom vojenského umenia?;Ares  
Mytológia;2;Kto je bohyňa noci v gréckej mytológii?;Nyx  
Mytológia;2;Ktorý hrdina je známy svojim bojom s hydrou?;Herakles  
Mytológia;2;Kto je bohom chaosu v gréckej mytológii?;Erebus  
Mytológia;2;Kto je bohyňa osudu v gréckej mytológii?;Moiry  
Mytológia;2;Kto je bohom vzduchu?;Aeolus  
Mytológia;2;Kto je bohyňa plodnosti v gréckej mytológii?;Demetra  
Mytológia;2;Kto je bohom múz a umenia?;Apollón  
Mytológia;2;Kto je božstvo zeme v severskej mytológii?;Jörmungandr  
Mytológia;2;Kto je bohyňa lásky v severskej mytológii?;Freyja  
Mytológia;2;Kto je bohom vína v gréckej mytológii?;Dionýsos  
Mytológia;2;Kto je bohyňa smrti?;Thanatos  
Mytológia;2;Kto je bohom plodnosti v rímskej mytológii?;Faunus  
Mytológia;2;Kto je bohyňa múdrosti v rímskej mytológii?;Minerva  
Mytológia;2;Kto je bohom vetra?;Boreas  
Mytológia;2;Kto je bohyňa spravodlivosti?;Dike  
Mytológia;2;Kto je bohom slnka?;Helios  
Mytológia;2;Kto je bohyňa osudu v rímskej mytológii?;Fortuna  
Mytológia;2;Kto je bohom búrky v rímskej mytológii?;Jupiter  
Mytológia;2;Kto je bohyňa plodnosti a úrody?;Ceres  
Mytológia;2;Kto je bohom vojny v severskej mytológii?;Týr  
Mytológia;2;Kto je bohyňa noci v severskej mytológii?;Nótt  
Mytológia;2;Kto je bohom zeme?;Gaia  
Mytológia;2;Kto je bohyňa krásy v rímskej mytológii?;Venus  
Mytológia;2;Kto je bohom srdca?;Eros  
Mytológia;2;Kto je bohyňa vína?;Bacchus  
Mytológia;2;Kto je bohom osudu?;Moira  
Mytológia;2;Kto je bohyňa múz v rímskej mytológii?;Musa  
Mytológia;2;Kto je bohom plodnosti v severskej mytológii?;Freyr  
Mytológia;2;Kto je bohom času v gréckej mytológii?;Chronos  
Mytológia;2;Kto je bohyňa vojny a múdrosti?;Athena  
Mytológia;2;Kto je bohom moci?;Zeus  
Mytológia;2;Kto je bohyňa smrti v gréckej mytológii?;Persefona  
Mytológia;2;Kto je bohom vína v gréckej mytológii?;Dionýsos  
Mytológia;2;Kto je bohyňa slnka v rímskej mytológii?;Sol  
Mytológia;2;Kto je bohom morskej fauny?;Poseidón  
Mytológia;2;Kto je bohyňa moci v gréckej mytológii?;Hera  
Mytológia;2;Kto je bohom vojny v gréckej mytológii?;Ares  
Mytológia;2;Kto je bohyňa krásy a lásky?;Afrodite  
Mytológia;2;Kto je bohom morských vĺn?;Poseidón  
Mytológia;2;Kto je bohyňa jari?;Persefona
Mytológia;2;Kto je bohom rýchlosti v rímskej mytológii?;Mercurius  
Mytológia;2;Kto je bohyňou plodnosti v gréckej mytológii?;Demetra  
Mytológia;2;Kto je bohom smrti v rímskej mytológii?;Thanatos  
Mytológia;2;Kto je bohyňa vína v gréckej mytológii?;Dionýza  
Mytológia;2;Kto je bohom morských vĺn v gréckej mytológii?;Poseidón  
Mytológia;2;Kto je bohyňa múdrosti v rímskej mytológii?;Minerva  
Mytológia;2;Kto je bohom ochrany v gréckej mytológii?;Hermes  
Mytológia;2;Kto je bohyňa noci v rímskej mytológii?;Nyx  
Mytológia;2;Kto je bohom vojenskej sily v gréckej mytológii?;Ares  
Mytológia;2;Kto je bohyňa krásy a lásky v gréckej mytológii?;Afrodíté  
Mytológia;2;Kto je bohom múz v rímskej mytológii?;Apollón  
Mytológia;2;Kto je bohyňa jari v gréckej mytológii?;Persefóna  
Mytológia;2;Kto je bohom hromu v rímskej mytológii?;Jupiter  
Mytológia;2;Kto je bohyňa osudu v gréckej mytológii?;Moiry  
Mytológia;2;Kto je bohom slnka v rímskej mytológii?;Sol  
Mytológia;2;Kto je bohyňa úrody v rímskej mytológii?;Ceres  
Mytológia;2;Kto je bohom chaosu v rímskej mytológii?;Erebus  
Mytológia;2;Kto je bohyňa vína v rímskej mytológii?;Bacchus  
Mytológia;2;Kto je bohom umenia a poézie v gréckej mytológii?;Apollón  
Mytológia;2;Kto je bohyňa múdrosti v severskej mytológii?;Frigg  
Mytológia;2;Kto je bohom morských hlbín?;Nereus  
Mytológia;2;Kto je bohyňa smrti v severskej mytológii?;Hel  
Mytológia;2;Kto je bohom cnosti v gréckej mytológii?;Hérakles  
Mytológia;2;Kto je bohyňa plodnosti v rímskej mytológii?;Venus  
Mytológia;2;Kto je bohom vojny a múdrosti?;Athéna  
Mytológia;2;Kto je bohyňa materskej lásky?;Rhea  
Mytológia;2;Kto je bohom obchodu v rímskej mytológii?;Mercurius  
Mytológia;2;Kto je bohyňa noci v gréckej mytológii?;Selene  
Mytológia;2;Kto je bohom slnka v gréckej mytológii?;Helios  
Mytológia;2;Kto je bohyňa lásky v severskej mytológii?;Freya  
Mytológia;2;Kto je bohom zemetrasenia?;Poseidón  
Mytológia;2;Kto je bohyňa plodnosti v severskej mytológii?;Jörð  
Mytológia;2;Kto je bohom podsvetia v rímskej mytológii?;Pluto  
Mytológia;2;Kto je bohyňa jari v rímskej mytológii?;Flóra  
Mytológia;2;Kto je bohom svetla v gréckej mytológii?;Apollo  
Mytológia;2;Kto je bohyňa úrody v gréckej mytológii?;Demetra  
Mytológia;2;Kto je bohom búrky v severskej mytológii?;Thor  
Mytológia;2;Kto je bohyňa rodiny v rímskej mytológii?;Vesta  
Mytológia;2;Kto je bohom plodnosti v gréckej mytológii?;Priapus  
Mytológia;2;Kto je bohyňa múz v gréckej mytológii?;Calliope  
Mytológia;2;Kto je bohom poézie v rímskej mytológii?;Apollo  
Mytológia;2;Kto je bohyňa spravodlivosti v gréckej mytológii?;Themis  
Mytológia;2;Kto je bohom vína v severskej mytológii?;Bacchus  
Mytológia;2;Kto je bohyňa noci v severskej mytológii?;Nótt  
Mytológia;2;Kto je bohom vojenskej stratégie v gréckej mytológii?;Ares  
Mytológia;2;Kto je bohyňa krásy v severskej mytológii?;Sif  
Mytológia;2;Kto je bohom morskej fauny?;Poseidón  
Mytológia;2;Kto je bohyňa múdrosti v rímskej mytológii?;Minerva  
Mytológia;2;Kto je bohom neba v rímskej mytológii?;Uranus  
Mytológia;2;Kto je bohyňa osudu v gréckej mytológii?;Moiry
Mytológia;3;Kto je bohom múdrosti v severskej mytológii?;Odín  
Mytológia;3;Ktoré zviera je spájané s bohynou Artemis?;Jelen  
Mytológia;3;Aké je meno boha podsvetia v gréckej mytológii?;Hádés  
Mytológia;3;Kto je bohom času v gréckej mytológii?;Chronos  
Mytológia;3;Kto je bohyňou vojny v severskej mytológii?;Freyja  
Mytológia;3;Kto je bohom búrky v severskej mytológii?;Thor  
Mytológia;3;Kto je matkou boha Apolla?;Leto  
Mytológia;3;Ktorý hrdina sa plavil na lodi Argo?;Jason  
Mytológia;3;Kto je bohom lásky v severskej mytológii?;Freyr  
Mytológia;3;Kto je bohyňou plodnosti v gréckej mytológii?;Demeter  
Mytológia;3;Kto je bohom umenia a poézie v rímskej mytológii?;Apollón  
Mytológia;3;Kto je bohyňa spravodlivosti v rímskej mytológii?;Justitia  
Mytológia;3;Kto je bohom chaosu v severskej mytológii?;Loki  
Mytológia;3;Kto je bohom vína v gréckej mytológii?;Dionýsos  
Mytológia;3;Kto je bohyňa lásky a krásy v gréckej mytológii?;Afrodita  
Mytológia;3;Kto je bohom smrti v gréckej mytológii?;Thanatos  
Mytológia;3;Kto je bohyňa noci v gréckej mytológii?;Nyx  
Mytológia;3;Kto je bohom morskej hladiny?;Poseidón  
Mytológia;3;Kto je bohyňa jari v gréckej mytológii?;Persefona  
Mytológia;3;Kto je bohom vína v rímskej mytológii?;Bacchus  
Mytológia;3;Kto je bohyňa osudu v gréckej mytológii?;Moirai  
Mytológia;3;Kto je bohom svetla v severskej mytológii?;Baldr  
Mytológia;3;Kto je bohyňa múdrosti v rímskej mytológii?;Minerva  
Mytológia;3;Kto je kráľom podsvetia v gréckej mytológii?;Hádés  
Mytológia;3;Kto je bohom vojny v gréckej mytológii?;Ares  
Mytológia;3;Ktorý hrdina sa postavil proti Chimére?;Bellerofontes  
Mytológia;3;Kto je bohyňa morskej fauny?;Amfitríté  
Mytológia;3;Kto je bohom ohňa a kováčstva?;Hefestos  
Mytológia;3;Kto je bohyňa úrody v gréckej mytológii?;Demeter  
Mytológia;3;Kto je bohom vojenskej stratégie?;Ares  
Mytológia;3;Kto je bohyňa slnka v severskej mytológii?;Sól  
Mytológia;3;Kto je bohom lásky v rímskej mytológii?;Cupid  
Mytológia;3;Kto je bohyňa vína v gréckej mytológii?;Dionýza  
Mytológia;3;Kto je bohom vzduchu v gréckej mytológii?;Éolus  
Mytológia;3;Kto je bohyňa slnka v gréckej mytológii?;Helios  
Mytológia;3;Kto je bohom morskej fauny v rímskej mytológii?;Neptún  
Mytológia;3;Kto je kráľom bohov v rímskej mytológii?;Jupiter  
Mytológia;3;Kto je bohyňa zeme v gréckej mytológii?;Gaia  
Mytológia;3;Kto je bohom múz a inšpirácie?;Apollón  
Mytológia;3;Kto je bohyňa krásy v gréckej mytológii?;Afrodita  
Mytológia;3;Kto je bohom smrti v rímskej mytológii?;Orcus  
Mytológia;3;Kto je bohyňa materskej lásky?;Rhea  
Mytológia;3;Kto je bohom vojny v severskej mytológii?;Týr  
Mytológia;3;Kto je bohyňa vína v rímskej mytológii?;Bacchus  
Mytológia;3;Kto je bohom plodnosti v rímskej mytológii?;Faunus  
Mytológia;3;Kto je bohyňa noci v severskej mytológii?;Nótt  
Mytológia;3;Kto je bohom smrti v severskej mytológii?;Hel  
Mytológia;3;Kto je bohyňa jari v severskej mytológii?;Idunn  
Mytológia;3;Kto je bohom plodnosti v gréckej mytológii?;Priapus  
Mytológia;3;Kto je bohom múz v severskej mytológii?;Bragi  
Mytológia;3;Kto je bohyňa osudu v severskej mytológii?;Skuld
Mytológia;3;Kto je bohom múdrosti v severskej mytológii?;Odin  
Mytológia;3;Kto je manželkou boha Hadesa?;Persefona  
Mytológia;3;Kto je bohom chaosu v gréckej mytológii?;Khaos  
Mytológia;3;Ktorý hrdina sa postavil proti Medúze?;Perzeus  
Mytológia;3;Kto je bohom poézie a umenia?;Apollo  
Mytológia;3;Kto je bohyňa lásky a krásy v rímskej mytológii?;Venus  
Mytológia;3;Kto je bohom vojenskej stratégie v rímskej mytológii?;Mars  
Mytológia;3;Kto je bohom zeme v severskej mytológii?;Njord  
Mytológia;3;Kto je bohyňa úrody v gréckej mytológii?;Demetra  
Mytológia;3;Kto je bohom vína a osláv v rímskej mytológii?;Bacchus  
Mytológia;3;Kto je bohyňa lásky v gréckej mytológii?;Aphrodite  
Mytológia;3;Kto je bohom vojenského umenia v gréckej mytológii?;Ares  
Mytológia;3;Kto je bohyňa noci v severskej mytológii?;Nótt  
Mytológia;3;Kto je bohom hromu v severskej mytológii?;Thor  
Mytológia;3;Kto je bohyňa plodnosti v rímskej mytológii?;Ceres  
Mytológia;3;Kto je bohom podsvetia v severskej mytológii?;Hel  
Mytológia;3;Kto je bohyňa osudu v severskej mytológii?;Norny  
Mytológia;3;Kto je bohom času v rímskej mytológii?;Chronos  
Mytológia;3;Kto je bohyňa múdrosti v gréckej mytológii?;Athena  
Mytológia;3;Kto je bohom obchodu a zisku?;Hermes  
Mytológia;3;Kto je bohyňa pomsty v gréckej mytológii?;Nemesis  
Mytológia;3;Kto je bohom svetla v severskej mytológii?;Baldr  
Mytológia;3;Kto je bohyňa jari v severskej mytológii?;Freyja  
Mytológia;3;Kto je bohom predkov v gréckej mytológii?;Hades  
Mytológia;3;Kto je bohyňa krásy v rímskej mytológii?;Venus  
Mytológia;3;Kto je bohom morskej fauny v gréckej mytológii?;Poseidón  
Mytológia;3;Kto je bohyňa vína v severskej mytológii?;Skaði  
Mytológia;3;Kto je bohom plodnosti v gréckej mytológii?;Dionysos  
Mytológia;3;Kto je bohyňa múz v severskej mytológii?;Sól  
Mytológia;3;Kto je bohom vojny v severskej mytológii?;Týr  
Mytológia;3;Kto je bohyňa smrti v gréckej mytológii?;Thanatos  
Mytológia;3;Kto je bohom morských hlbín v gréckej mytológii?;Poseidón  
Mytológia;3;Kto je bohyňa lásky v severskej mytológii?;Freyja  
Mytológia;3;Kto je bohom hromu v gréckej mytológii?;Zeus  
Mytológia;3;Kto je bohyňa spravodlivosti v rímskej mytológii?;Justitia  
Mytológia;3;Kto je bohom vína v gréckej mytológii?;Dionysos  
Mytológia;3;Kto je bohyňa jari v gréckej mytológii?;Persephone  
Mytológia;3;Kto je bohom srdca v gréckej mytológii?;Eros  
Mytológia;3;Kto je bohyňa noci v gréckej mytológii?;Nyx  
Mytológia;3;Kto je bohom vína v severskej mytológii?;Bacchus  
Mytológia;3;Kto je bohyňa múdrosti v severskej mytológii?;Frigg  
Mytológia;3;Kto je bohom vojenskej stratégie v gréckej mytológii?;Athena  
Mytológia;3;Kto je bohyňa krásy v severskej mytológii?;Freyja  
Mytológia;3;Kto je bohom morských vĺn v gréckej mytológii?;Poseidón  
Mytológia;3;Kto je bohyňa osudu v rímskej mytológii?;Fortuna  
Mytológia;3;Kto je bohom času v severskej mytológii?;Kronos
Mytológia;3;Kto je bohom vína v severskej mytológii?;Baldur  
Mytológia;3;Kto je matkou boha Thora?;Jörð  
Mytológia;3;Kto je bohom liečenia a medicíny v gréckej mytológii?;Asklepios  
Mytológia;3;Ktorý hrdina sa plavil na lodi Argo?;Jason  
Mytológia;3;Kto je bohom vojny v hinduistickej mytológii?;Kártikéja  
Mytológia;3;Kto je bohyňou plodnosti v severskej mytológii?;Frigg  
Mytológia;3;Kto je bohom chaosu v severskej mytológii?;Loki  
Mytológia;3;Kto je bohyňa múdrosti a vojny v gréckej mytológii?;Athéna  
Mytológia;3;Kto je bohom podsvetia v severskej mytológii?;Hel  
Mytológia;3;Kto je vládcom podsvetia v gréckej mytológii?;Hades  
Mytológia;3;Kto je bohom srdca v gréckej mytológii?;Eros  
Mytológia;3;Kto je bohyňou osudu v gréckej mytológii?;Moiry  
Mytológia;3;Kto je bohom múz a poézie?;Apollón  
Mytológia;3;Kto je bohyňou lásky a krásy v rímskej mytológii?;Venus  
Mytológia;3;Kto je bohom vojny a smrti v severskej mytológii?;Týr  
Mytológia;3;Kto je bohyňa plodnosti a úrody v rímskej mytológii?;Ceres  
Mytológia;3;Kto je bohom slnka a svetla v severskej mytológii?;Baldr  
Mytológia;3;Kto je bohyňa noci v gréckej mytológii?;Nyx  
Mytológia;3;Kto je bohom vojenského umenia v rímskej mytológii?;Mars  
Mytológia;3;Kto je bohyňa smrti v severskej mytológii?;Hel  
Mytológia;3;Kto je bohom vína a osláv v gréckej mytológii?;Dionýsos  
Mytológia;3;Kto je bohyňa krásy a lásky v gréckej mytológii?;Afrodíté  
Mytológia;3;Kto je bohom zeme v severskej mytológii?;Njörd  
Mytológia;3;Kto je bohyňa lásky v hinduistickej mytológii?;Rati  
Mytológia;3;Kto je bohyňa múz a inšpirácie v gréckej mytológii?;Kalliope  
Mytológia;3;Kto je bohom ohňa a kováčstva v gréckej mytológii?;Hefestos  
Mytológia;3;Kto je bohyňa lásky a krásy v severskej mytológii?;Sif  
Mytológia;3;Kto je bohom vojny v japonskej mytológii?;Hachiman  
Mytológia;3;Kto je bohyňou plodnosti v gréckej mytológii?;Deméter  
Mytológia;3;Kto je bohom smrti v egyptských mýtoch?;Anubis  
Mytológia;3;Kto je bohyňa jari v gréckej mytológii?;Persefona  
Mytológia;3;Kto je bohom slnka v egyptských mýtoch?;Ra  
Mytológia;3;Kto je bohyňa úrody v gréckej mytológii?;Deméter  
Mytológia;3;Kto je bohom vojny v mexickej mytológii?;Huitzilopochtli  
Mytológia;3;Kto je bohyňa múdrosti v egyptských mýtoch?;Seshat  
Mytológia;3;Kto je bohom zeme v gréckej mytológii?;Gaia  
Mytológia;3;Kto je bohyňa osudu v severskej mytológii?;Norny  
Mytológia;3;Kto je bohom múz v rímskej mytológii?;Apollo  
Mytológia;3;Kto je bohyňa noci v egyptských mýtoch?;Nut  
Mytológia;3;Kto je bohom chaosu v gréckej mytológii?;Erebus  
Mytológia;3;Kto je bohyňa smrti a vína v ruských mýtoch?;Marzanna  
Mytológia;3;Kto je bohom vojny a vlády?;Ares  
Mytológia;3;Kto je bohyňa krásy v rímskej mytológii?;Venus  
Mytológia;3;Kto je bohom múz a umenia v rímskej mytológii?;Apollo  
Mytológia;3;Kto je bohyňa vína v indickej mytológii?;Durga  
Mytológia;3;Kto je bohom smrti v gréckej mytológii?;Thanatos  
Mytológia;3;Kto je bohyňa lásky a plodnosti v hindských mýtoch?;Lakšmí  
Mytológia;3;Kto je bohom vojny v africkej mytológii?;Ogun  
Mytológia;3;Kto je bohyňa múdrosti v gréckej mytológii?;Athena
