kategoria;narocnost;otazka;odpoved
Anatómia;1;Ktorý orgán je zodpovedný za produkciu krvného objemu?; kostná dreň  
Anatómia;1;Aký je názov najdôležitejších zmyslov?; zrak  
Anatómia;1;Kde sa nachádza žlčník?; brucho  
Anatómia;1;Aký je názov tkaniva, ktoré obklopuje pľúca?; pleura  
Anatómia;1;Ktorý orgán je zodpovedný za rozklad potravy?; tenké črevo  
Anatómia;1;Aký je názov tkaniva, ktoré spája svaly?; šľachy  
Anatómia;1;Kde sa nachádza nosová dutina?; hlava  
Anatómia;1;Aký je názov kostí v ruke?; falangy  
Anatómia;1;Ktorý orgán je zodpovedný za hormonálnu reguláciu?; pankreas  
Anatómia;1;Aký je názov svalov na nohách?; kvadricepsy  
Anatómia;1;Kde sa nachádza srdce?; hrudník  
Anatómia;1;Aký je názov kĺbu v bedre?; bedrový  
Anatómia;1;Ktorý orgán je zodpovedný za produkciu žlče?; pečeň  
Anatómia;1;Aký je názov tkaniva, ktoré obklopuje srdce?; perikard  
Anatómia;1;Kde sa nachádzajú sleziny?; brucho  
Anatómia;1;Aký je názov časti tráviaceho traktu?; pažerák
Anatómia;2;Ktorý orgán je zodpovedný za reguláciu telesnej teploty?;Koža  
Anatómia;2;Kde sa nachádzajú predné zuby?;Ústa  
Anatómia;2;Aký je názov najväčšej žľazy v tele?;Pečeň  
Anatómia;2;Ktorý orgán je zodpovedný za rovnováhu?;Mozgový labyrint  
Anatómia;2;Kde sa nachádza štítna žľaza?;Krk  
Anatómia;2;Aký je názov kosti v dolnej časti nohy?;Lýtková  
Anatómia;2;Ktorý sval je zodpovedný za zdvíhanie ramien?;Trapéz  
Anatómia;2;Aký je názov tkaniva, ktoré spája kosti?;Chrupavka  
Anatómia;2;Kde sa nachádzajú semenníky?;Šourok  
Anatómia;2;Aký je názov časti srdca, ktorá pumpuje krv?;Komora  
Anatómia;2;Ktorý orgán je zodpovedný za filtráciu moču?;Obličky  
Anatómia;2;Kde sa nachádza pankreas?;Hrudná dutina  
Anatómia;2;Aký je názov svalov v oblasti hrudníka?;Pectoralis  
Anatómia;2;Ktorý orgán sa podieľa na trávení tukov?;Pečeň  
Anatómia;2;Aký je názov žľazy, ktorá reguluje metabolizmus?;Štítna  
Anatómia;2;Kde sa nachádzajú pľúcne alveoly?;Pľúca  
Anatómia;2;Aký je názov kosti v oblasti zápästia?;Zápästné  
Anatómia;2;Ktorý orgán produkuje krvné doštičky?;Kosť  
Anatómia;2;Kde sa nachádza močová trubica?;Panva  
Anatómia;2;Aký je názov svalov na bruchu?;Abdomen  
Anatómia;2;Ktorý orgán je zodpovedný za pocit hladu?;Hypotalamus  
Anatómia;2;Aký je názov najväčšej kosti v tele?;Stehenná  
Anatómia;2;Kde sa nachádzajú zubné korunky?;Ústa  
Anatómia;2;Aký je názov tkaniva, ktoré obklopuje nervy?;Neuróny  
Anatómia;2;Ktorý orgán je zodpovedný za zmysel dotyku?;Koža  
Anatómia;2;Aký je názov svalov v oblasti chrbta?;Erector  
Anatómia;2;Kde sa nachádza hypofýza?;Mozog  
Anatómia;2;Aký je názov tkaniva, ktoré vytvára krv?;Krvotvorba  
Anatómia;2;Ktorý orgán je zodpovedný za čuch?;Nos  
Anatómia;2;Aký je názov časti ucha?;Bubienok  
Anatómia;2;Kde sa nachádza hrudná kosť?;Hrudník  
Anatómia;2;Aký je názov svalov v oblasti nôh?;Quadriceps  
Anatómia;2;Ktorý orgán je zodpovedný za vylučovanie potu?;Potné žľazy  
Anatómia;2;Aký je názov kosti v oblasti panvy?;Panvová  
Anatómia;2;Kde sa nachádza slinivka brušná?;Brucho  
Anatómia;2;Aký je názov tkaniva, ktoré prenáša impulzy?;Nervové  
Anatómia;2;Ktorý orgán je zodpovedný za zmysel zraku?;Oko  
Anatómia;2;Aký je názov šľachy, ktorá spája svaly?;Šľacha  
Anatómia;2;Kde sa nachádzajú črevá?;Brucho  
Anatómia;2;Aký je názov orgánu, ktorý produkuje spermie?;Semenník  
Anatómia;2;Ktorý orgán je zodpovedný za spracovanie výživy?;Črevo  
Anatómia;2;Aký je názov cievy, ktorá vedie krv od pľúc?;Pľúcna  
Anatómia;2;Kde sa nachádza slezina?;Brucho  
Anatómia;2;Aký je názov tkaniva, ktoré chráni orgány?;Peritoneum  
Anatómia;2;Ktorý orgán je zodpovedný za vnímanie zvuku?;Ucho  
Anatómia;2;Aký je názov kosti v ruke?;Zápästie  
Anatómia;2;Kde sa nachádzajú svaly v predlaktí?;Predlaktie  
Anatómia;2;Aký je názov orgánu, ktorý kontroluje hladinu cukru?;Pankreas  
Anatómia;2;Ktorý orgán je zodpovedný za vylučovanie moču?;Obličky  
Anatómia;2;Aký je názov kosti v oblasti hlavy?;Lebka
Anatómia;2;Ktorý orgán reguluje krvný tlak?;Obličky  
Anatómia;2;Aký je názov hlavného svalstva dolných končatín?;Stehná  
Anatómia;2;Kde sa nachádzajú pľúcne väzivá?;Pľúca  
Anatómia;2;Aký je názov tkaniva, ktoré obklopuje srdce?;Perikard  
Anatómia;2;Ktorý orgán je zodpovedný za produkciu inzulínu?;Pankreas  
Anatómia;2;Aký je názov hlavných kostí v chrbtici?;Obratle  
Anatómia;2;Kde sa nachádzajú očné bulvy?;Hlava  
Anatómia;2;Aký je názov tkaniva, ktoré prenáša kyslík?;Krv  
Anatómia;2;Ktorý orgán zabezpečuje rovnováhu?;Ucho  
Anatómia;2;Kde sa nachádza bránica?;Hrudník  
Anatómia;2;Aký je názov kostí v zápästí?;Zápästné  
Anatómia;2;Kde sa nachádza temporálna kosť?;Hlava  
Anatómia;2;Aký je názov žľazy v krku?;Štítna  
Anatómia;2;Ktorý orgán filtruje odpadové látky?;Obličky  
Anatómia;2;Aký je názov svalstva v oblasti brucha?;Brucho  
Anatómia;2;Kde sa nachádza pupok?;Brucho  
Anatómia;2;Aký je názov tkaniva, ktoré prenáša nervové impulzy?;Nervy  
Anatómia;2;Ktorý orgán je zodpovedný za zmysel chuti?;Jazyk  
Anatómia;2;Kde sa nachádzajú lymfatické uzliny?;Telo  
Anatómia;2;Aký je názov najväčšieho svalstva?;Gluteus  
Anatómia;2;Ktorý orgán sa podieľa na trávení bielkovín?;Žalúdok  
Anatómia;2;Kde sa nachádzajú slinné žľazy?;Ústa  
Anatómia;2;Aký je názov kĺbu v bedrovej oblasti?;Bedrový  
Anatómia;2;Kde sa nachádza jazyk?;Ústa  
Anatómia;2;Aký je názov žľazy, ktorá produkuje adrenalín?;Nadobličky  
Anatómia;2;Ktorý orgán je zodpovedný za zmysel dotyku?;Koža  
Anatómia;2;Kde sa nachádzajú semenníky?;Šourok  
Anatómia;2;Aký je názov kosti v oblasti krku?;Krčný  
Anatómia;2;Ktorý orgán sa podieľa na regulácii teploty?;Hypotalamus  
Anatómia;2;Kde sa nachádzajú hrudné kosti?;Hrudník  
Anatómia;2;Aký je názov tkaniva, ktoré spája svaly a kosti?;Šľachy  
Anatómia;2;Ktorý orgán je zodpovedný za produkciu žlče?;Pečeň  
Anatómia;2;Kde sa nachádzajú pľúca?;Hrudník  
Anatómia;2;Aký je názov tkaniva, ktoré obklopuje obličky?;Tukové  
Anatómia;2;Ktorý orgán je zodpovedný za metabolizmus?;Pečeň  
Anatómia;2;Aký je názov svalstva v oblasti ramien?;Deltový  
Anatómia;2;Kde sa nachádza hrtan?;Krk  
Anatómia;2;Aký je názov kosti v dolnej časti nohy?;Päta  
Anatómia;2;Ktorý orgán je zodpovedný za imunitu?;Slezina  
Anatómia;2;Kde sa nachádzajú žlčové cesty?;Pečeň  
Anatómia;2;Aký je názov svalov v oblasti nôh?;Stehná  
Anatómia;2;Ktorý orgán je zodpovedný za vylučovanie potu?;Koža  
Anatómia;2;Kde sa nachádzajú cievy?;Telo  
Anatómia;2;Aký je názov žľazy, ktorá produkuje hormóny?;Endokrinné  
Anatómia;2;Ktorý orgán je zodpovedný za absorpciu živín?;Črevo  
Anatómia;2;Kde sa nachádzajú nervy?;Telo  
Anatómia;2;Aký je názov kostí v oblasti panvy?;Panvové  
Anatómia;2;Ktorý orgán je zodpovedný za spracovanie potravy?;Žalúdok  
Anatómia;2;Kde sa nachádzajú cievy vedúce krv?;Telo  
Anatómia;2;Aký je názov svalov na nohách?;Svaly  
Anatómia;2;Ktorý orgán je zodpovedný za spracovanie vitamínov?;Pečeň  
Anatómia;2;Kde sa nachádzajú zuby?;Ústa
Anatómia;3;Aký je názov časti srdca, ktorá prijíma krv?;atrium  
Anatómia;3;Aký je názov najväčšieho nervu v tele?;ischiadicus  
Anatómia;3;Kde sa nachádza hypotalamus?;mozog  
Anatómia;3;Aký je názov sluchovej kosti?;stapedus  
Anatómia;3;Ktorý orgán reguluje pH v krvi?;obličky  
Anatómia;3;Aký je názov tkaniva, ktoré obklopuje svaly?;fascia  
Anatómia;3;Kde sa nachádzajú lymfatické cievy?;telo  
Anatómia;3;Ktorý orgán produkuje estradiol?;vaječníky  
Anatómia;3;Aký je názov žľazy, ktorá produkuje inzulín?;pankreas  
Anatómia;3;Ktorý sval je zodpovedný za ohyb kolena?;hamstring  
Anatómia;3;Aký je názov časti kosti, ktorá spája kosti?;kĺb  
Anatómia;3;Kde sa nachádza štítna žľaza?;krk  
Anatómia;3;Aký je názov nervového tkaniva, ktoré prenáša signály?;neurón  
Anatómia;3;Ktorý orgán je zodpovedný za produkciu žlče?;pečeň  
Anatómia;3;Aký je názov kostnej štruktúry v uchu?;labyrint  
Anatómia;3;Kde sa nachádzajú fibroblasty?;tkanivo  
Anatómia;3;Aký je názov nervu, ktorý ovláda pohyb očí?;oculomotorius  
Anatómia;3;Ktorý orgán je zodpovedný za zmysel rovnováhy?;vnútorné ucho  
Anatómia;3;Aký je názov svalovej vrstvy čreva?;muscularis  
Anatómia;3;Kde sa nachádzajú alveoly?;pľúca  
Anatómia;3;Aký je názov tkaniva, ktoré obklopuje srdce?;perikard  
Anatómia;3;Ktorý orgán je zodpovedný za absorpciu vody?;hrubé črevo  
Anatómia;3;Aký je názov časti mozgu zodpovednej za rovnováhu?;cerebellum  
Anatómia;3;Kde sa nachádza hypofýza?;pod mozgom  
Anatómia;3;Aký je názov šľachy, ktorá spája svaly s kosťami?;tendón  
Anatómia;3;Ktorý orgán produkuje trávicí enzýmy?;pankreas  
Anatómia;3;Aký je názov najmenšieho svalu v tele?;stapes  
Anatómia;3;Kde sa nachádzajú pľúcne alveoly?;pľúca  
Anatómia;3;Aký je názov časti mozgu zodpovednej za dýchanie?;medulla  
Anatómia;3;Ktorý orgán sa podieľa na detoxikácii?;pečeň  
Anatómia;3;Aký je názov svalov, ktoré tvoria bránicu?;diaphragma  
Anatómia;3;Kde sa nachádzajú črevné klky?;tenké črevo  
Anatómia;3;Aký je názov žľazy v oblasti krku?;štítna  
Anatómia;3;Ktorý orgán je zodpovedný za reguláciu teploty?;hypotalamus  
Anatómia;3;Aký je názov kostí v oblasti zápästia?;karpály  
Anatómia;3;Kde sa nachádza bránica?;hrudník  
Anatómia;3;Aký je názov tkaniva, ktoré prenáša kyslík?;krv  
Anatómia;3;Ktorý orgán je zodpovedný za produkciu progesterónu?;vaječníky  
Anatómia;3;Aký je názov svalov, ktoré dvíhajú rameno?;trapez  
Anatómia;3;Kde sa nachádzajú črevné mikroorganizmy?;črevá  
Anatómia;3;Aký je názov nervu, ktorý ovláda ruku?;radialis  
Anatómia;3;Ktorý orgán sa podieľa na metabolizme lipidov?;pečeň  
Anatómia;3;Aký je názov tkaniva, ktoré spája svaly?;šľachy  
Anatómia;3;Kde sa nachádzajú epitelové bunky?;koža  
Anatómia;3;Aký je názov kostí, ktoré tvoria lebku?;kosti  
Anatómia;3;Ktorý orgán reguluje hladinu cukru?;pankreas  
Anatómia;3;Aký je názov svalstva zodpovedného za dýchanie?;intercostales  
Anatómia;3;Kde sa nachádza močový mechúr?;panva  
Anatómia;3;Aký je názov tkaniva, ktoré prenáša impulzy?;nervové  
Anatómia;3;Ktorý orgán je zodpovedný za produkciu adrenalínu?;nadobličky  
Anatómia;3;Aký je názov najväčšej žľazy?;pečeň  
Anatómia;3;Kde sa nachádzajú pľúca?;hrudník  
Anatómia;3;Aký je názov žľazy, ktorá produkuje hormóny?;endokrinné
Anatómia;3;Aký je názov časti mozgu zodpovednej za pamäť?;hipokampus  
Anatómia;3;Ktorý orgán produkuje erytropoetín?;obličky  
Anatómia;3;Aký je názov štruktúry, ktorá spája svaly s kosťami?;šľacha  
Anatómia;3;Ktorý sval umožňuje ohyb kolena?;biceps  
Anatómia;3;Aký je názov tkaniva, ktoré obklopuje nervy?;endoneurium  
Anatómia;3;Kde sa nachádza epifýza?;mozog  
Anatómia;3;Aký je názov najväčšieho svalstva v tele?;gluteus  
Anatómia;3;Ktorý orgán je zodpovedný za reguláciu kalcia?;pankreas  
Anatómia;3;Aký je názov tkaniva, ktoré tvoria pľúca?;alveolárne  
Anatómia;3;Ktorý orgán sa podieľa na detoxikácii krvi?;pečeň  
Anatómia;3;Kde sa nachádza arachnoidálna membrána?;mozog  
Anatómia;3;Aký je názov bunky, ktorá produkuje protilátky?;plazmatická  
Anatómia;3;Ktorý orgán má funkciu regulácie metabolizmu?;štítna  
Anatómia;3;Aký je názov štruktúry, ktorá chráni miechu?;chrbtica  
Anatómia;3;Kde sa nachádzajú lymfatické uzliny?;lymfatický  
Anatómia;3;Ktorý sval je zodpovedný za dýchanie?;bránica  
Anatómia;3;Aký je názov tkaniva, ktoré spája kosti?;periosteum  
Anatómia;3;Kde sa nachádza sluchová kosť?;ucho  
Anatómia;3;Aký je názov časti pľúc, kde prebieha výmena plynov?;alveoly  
Anatómia;3;Ktorý orgán je zodpovedný za produkciu inzulínu?;pankreas  
Anatómia;3;Aký je názov cievy, ktorá vedie krv od srdca?;aorta  
Anatómia;3;Kde sa nachádza medulla oblongata?;mozog  
Anatómia;3;Aký je názov svalstva, ktoré dvíha hlavu?;sternocleidomastoid  
Anatómia;3;Ktorý orgán je zodpovedný za spracovanie tukov?;pečeň  
Anatómia;3;Aký je názov nervu, ktorý ovláda bránicu?;frenický  
Anatómia;3;Kde sa nachádzajú synapsie?;nervový systém  
Anatómia;3;Aký je názov štruktúry, ktorá umožňuje pohyb kĺbu?;chrupavka  
Anatómia;3;Ktorý orgán je zodpovedný za reguláciu pH?;pečeň  
Anatómia;3;Aký je názov tkaniva, ktoré prenáša kyslík?;hemoglobín  
Anatómia;3;Kde sa nachádzajú bazálne gangliá?;mozog  
Anatómia;3;Aký je názov štruktúry, ktorá spája obličky s močovým mechúrom?;močovod  
Anatómia;3;Ktorý orgán je zodpovedný za filtráciu krvi?;obličky  
Anatómia;3;Aký je názov časti ucha, ktorá zachytáva zvuk?;uši  
Anatómia;3;Kde sa nachádza tymus?;hrudná dutina  
Anatómia;3;Aký je názov štruktúry, ktorá chráni srdce?;perikardium  
Anatómia;3;Ktorý orgán kontroluje hladinu hormónov?;hypofýza  
Anatómia;3;Aký je názov žily, ktorá odvádza krv z hlavy?;jugulárna  
Anatómia;3;Kde sa nachádzajú pľúcne sklíčka?;pľúca  
Anatómia;3;Aký je názov časti miechy?;kanál  
Anatómia;3;Ktorý orgán je zodpovedný za absorpciu živín?;tenké črevo  
Anatómia;3;Aký je názov nervu, ktorý ovláda srdce?;vagus  
Anatómia;3;Kde sa nachádza epifýza?;mozog  
Anatómia;3;Aký je názov tkaniva, ktoré obklopuje svaly?;fascia  
Anatómia;3;Ktorý orgán je zodpovedný za reguláciu cukru?;pankreas  
Anatómia;3;Aký je názov časti hrudníka?;sternum  
Anatómia;3;Kde sa nachádzajú bunky zodpovedné za imunitu?;lymfatické tkanivo  
Anatómia;3;Aký je názov nervového tkaniva v mieche?;šedá hmota  
Anatómia;3;Ktorý orgán je zodpovedný za rovnováhu?;vnútorné ucho  
Anatómia;3;Aký je názov žľazy, ktorá produkuje progesterón?;vaječník  
Anatómia;3;Kde sa nachádzajú obličkové tubuly?;obličky  
Anatómia;3;Aký je názov svalov, ktoré ovládajú mimiku?;tvárové svaly  
Anatómia;3;Ktorý orgán sa podieľa na spracovaní vitamínov?;pečeň  
Anatómia;3;Aký je názov tkaniva, ktoré obklopuje cievy?;adventícia
