kategoria;narocnost;otazka;odpoved
Aktuálne dianie;3;Kto je predsedníčkou Európskej komisie v roku 2023?;Ursula  
Aktuálne dianie;3;Kto je prezidentom Indonézie?;Joko Widodo  
Aktuálne dianie;3;Kto je víťazom prezidentských volieb vo Francúzsku 2022?;Macron  
Aktuálne dianie;3;Kto je prezidentom Južnej Kórey od 2022?;Yoon Suk-yeol  
Aktuálne dianie;3;Ktorá krajina zrušila núdzový stav kvôli COVID-19?;Nový Zéland  
Aktuálne dianie;3;Kto je generálnym tajomníkom NATO v roku 2023?;Stoltenberg  
Aktuálne dianie;3;Kto je predsedom vlády Japonska v roku 2023?;Kishida  
Aktuálne dianie;3;Kto je prezidentom Kolumbie v roku 2023?;Gustavo Petro  
Aktuálne dianie;3;Kto je premiérom Talianska od 2022?;Meloni  
Aktuálne dianie;3;Kto je prezidentom Fínska?;Niinistö  
Aktuálne dianie;3;Kto je prezidentom Argentíny v roku 2023?;Milei  
Aktuálne dianie;3;Ktorá krajina vyhrala majstrovstvá sveta vo futbale 2022?;Argentína  
Aktuálne dianie;3;Kto je prezidentom Maďarska v roku 2023?;Áder  
Aktuálne dianie;3;Kto je predsedom vlády Španielska v roku 2023?;Sánchez  
Aktuálne dianie;3;Kto je prezidentom Moldavska?;Sandu  
Aktuálne dianie;3;Kto je víťazom majstrovstiev sveta v hokeji 2023?;Kanada  
Aktuálne dianie;3;Kto je prezidentom Mexika od 2018?;López Obrador  
Aktuálne dianie;3;Kto je prezidentom Turecka v roku 2023?;Erdogan  
Aktuálne dianie;3;Kto je prezidentom Českej republiky od 2023?;Pavel  
Aktuálne dianie;3;Kto je premiérom Veľkej Británie v roku 2023?;Sunak  
Aktuálne dianie;3;Kto je prezidentom Nemecka v roku 2023?;Steinmeier  
Aktuálne dianie;3;Kto je generálnym tajomníkom OSN v roku 2023?;Guterres  
Aktuálne dianie;3;Kto je prezidentom Litvy?;Nausėda  
Aktuálne dianie;3;Kto je predsedom vlády Slovenska od 2023?;Heger  
Aktuálne dianie;3;Kto je prezidentom Grécka?;Sakellaropoulou  
Aktuálne dianie;3;Kto je prezidentom Rumunska v roku 2023?;Iohannis  
Aktuálne dianie;3;Kto je prezidentom Zeleného mysu?;Ramaphosa  
Aktuálne dianie;3;Kto je prezidentom Toga?;Gnassingbé  
Aktuálne dianie;3;Kto je prezidentom Pobrežia Slonoviny?;Ouattara  
Aktuálne dianie;3;Kto je predsedníkom vlády Veľkej Británie v roku 2023?;Sunak  
Aktuálne dianie;3;Kto je prezidentom Egypta?;Sisi  
Aktuálne dianie;3;Kto je prezidentom Malajzie?;Anwar  
Aktuálne dianie;3;Kto je prezidentom Cypru?;Christodoulides  
Aktuálne dianie;3;Kto je prezidentom Sýrie?;Asad  
Aktuálne dianie;3;Kto je prezidentom Bahrajnu?;Khalifa  
Aktuálne dianie;3;Kto je prezidentom Saint Kitts?;Terrance Drew
Aktuálne dianie;3;Kto je prezidentom Brazílie od roku 2023?;Lula da Silva  
Aktuálne dianie;3;Ktorá krajina zorganizovala COP27?;Egypt  
Aktuálne dianie;3;Kto je generálnym tajomníkom NATO v roku 2023?;Jens Stoltenberg  
Aktuálne dianie;3;Kto je víťazom Nobelovej ceny za literatúru 2023?;Jon Fosse  
Aktuálne dianie;3;Kto je predsedom vlády Japonska v roku 2023?;Fumio Kishida  
Aktuálne dianie;3;Kto je prezidentom Kolumbie v roku 2023?;Gustavo Petro  
Aktuálne dianie;3;Kto je prezidentom Fínska?;Sauli Niinistö  
Aktuálne dianie;3;Kto je prezidentom Indonézie?;Joko Widodo  
Aktuálne dianie;3;Kto je predsedom vlády Talianska od 2022?;Giorgia Meloni  
Aktuálne dianie;3;Kto je prezidentom Malajzie?;Anwar Ibrahim  
Aktuálne dianie;3;Kto je prezidentom Ukrajiny od začiatku vojny?;Volodymyr Zelenskyj  
Aktuálne dianie;3;Kto je prezidentom Maďarska v roku 2023?;Katalin Novák  
Aktuálne dianie;3;Kto je prezidentom Srbska v roku 2023?;Aleksandar Vučić  
Aktuálne dianie;3;Kto je prezidentom Turecka v roku 2023?;Recep Tayyip Erdoğan  
Aktuálne dianie;3;Kto je prezidentom Českej republiky od 2023?;Petr Pavel  
Aktuálne dianie;3;Kto je prezidentom Grécka?;Katerina Sakellaropoulou  
Aktuálne dianie;3;Kto je prezidentom Zeleného mysu?;José Maria Neves  
Aktuálne dianie;3;Kto je prezidentom Pobrežia Slonoviny?;Alassane Ouattara  
Aktuálne dianie;3;Kto je predsedom vlády Veľkej Británie v roku 2023?;Rishi Sunak  
Aktuálne dianie;3;Kto je prezidentom Egypta?;Abdel Fattah el-Sisi  
Aktuálne dianie;3;Kto je prezidentom Sýrie?;Bashar al-Assad  
Aktuálne dianie;3;Kto je prezidentom Bahrajnu?;Hamad bin Isa Al Khalifa  
Aktuálne dianie;3;Kto je prezidentom Saint Kitts?;Terrance Drew  
Aktuálne dianie;3;Kto je prezidentom Libanonu?;Nabih Berri  
Aktuálne dianie;3;Kto je prezidentom Mali?;Assimi Goita  
Aktuálne dianie;3;Kto je prezidentom Dominikánskej republiky?;Luis Abinader  
Aktuálne dianie;3;Kto je prezidentom Qataru?;Tamim bin Hamad Al Thani  
Aktuálne dianie;3;Kto je prezidentom Zambie?;Hakainde Hichilema  
Aktuálne dianie;3;Kto je prezidentom Toga?;Faure Gnassingbé  
Aktuálne dianie;3;Kto je prezidentom Barmy?;Min Aung Hlaing  
Aktuálne dianie;3;Kto je prezidentom Gabonu?;Ali Bongo Ondimba  
Aktuálne dianie;3;Kto je prezidentom Austrálie?;Anthony Albanese  
Aktuálne dianie;3;Kto je prezidentom Nového Zélandu?;Chris Hipkins  
Aktuálne dianie;3;Kto je prezidentom Kanady?;Justin Trudeau  
Aktuálne dianie;3;Kto je prezidentom Thajska?;Prayut Chan-o-cha  
Aktuálne dianie;3;Kto je prezidentom Súdánu?;Abdel Fattah al-Burhan  
Aktuálne dianie;3;Kto je prezidentom Japonska?;Fumio Kishida  
Aktuálne dianie;3;Kto je prezidentom Nigeru?;Mohamed Bazoum  
Aktuálne dianie;3;Kto je prezidentom Salvadoru?;Nayib Bukele  
Aktuálne dianie;3;Kto je prezidentom Haiti?;Ariel Henry  
Aktuálne dianie;3;Kto je prezidentom Rwandy?;Paul Kagame  
Aktuálne dianie;3;Kto je prezidentom Zeleného mysu?;José Maria Neves  
Aktuálne dianie;3;Kto je prezidentom Alžírska?;Abdelmadjid Tebboune  
Aktuálne dianie;3;Kto je prezidentom Kambodže?;Hun Sen  
Aktuálne dianie;3;Kto je prezidentom Sýrie?;Bashar al-Assad  
Aktuálne dianie;3;Kto je prezidentom Malajzie?;Anwar Ibrahim  
Aktuálne dianie;3;Kto je prezidentom Surinamu?;Chandrikapersad Santokhi  
Aktuálne dianie;3;Kto je prezidentom Gany?;Nana Akufo-Addo  
Aktuálne dianie;3;Kto je prezidentom Nemecka?;Frank-Walter Steinmeier  
Aktuálne dianie;3;Kto je prezidentom Francúzska?;Emmanuel Macron  
Aktuálne dianie;3;Kto je prezidentom Portugalska?;Marcelo Rebelo de Sousa
Aktuálne dianie;3;Kto je premiérom Kanady v roku 2023?;Trudeau  
Aktuálne dianie;3;Kto je prezidentom Turecka od 2023?;Erdogan  
Aktuálne dianie;3;Kto je generálnym tajomníkom NATO v roku 2023?;Stoltenberg  
Aktuálne dianie;3;Kto je prezidentom Južnej Kórey od 2022?;Yoon  
Aktuálne dianie;3;Kto je premiérom Veľkej Británie v roku 2023?;Sunak  
Aktuálne dianie;3;Kto je prezidentom Fínska v roku 2023?;Niinistö  
Aktuálne dianie;3;Kto je prezidentom Litvy v roku 2023?;Nausėda  
Aktuálne dianie;3;Kto je prezidentom Brazílie od 2023?;Lula  
Aktuálne dianie;3;Kto je prezidentom Indonézie v roku 2023?;Widodo  
Aktuálne dianie;3;Kto je prezidentom Srbska v roku 2023?;Vučić  
Aktuálne dianie;3;Kto je prezidentom Kolumbie v roku 2023?;Petro  
Aktuálne dianie;3;Kto je prezidentom Maďarska v roku 2023?;Orbán  
Aktuálne dianie;3;Kto je prezidentom Moldavska v roku 2023?;Sandu  
Aktuálne dianie;3;Kto je prezidentom Egypta v roku 2023?;El-Sisi  
Aktuálne dianie;3;Kto je prezidentom Rumunska v roku 2023?;Iohannis  
Aktuálne dianie;3;Kto je prezidentom Thajska v roku 2023?;Prayuth  
Aktuálne dianie;3;Kto je prezidentom Sýrie v roku 2023?;Assad  
Aktuálne dianie;3;Kto je prezidentom Japonska v roku 2023?;Kishida  
Aktuálne dianie;3;Kto je prezidentom Zeleného mysu v roku 2023?;Moussa  
Aktuálne dianie;3;Kto je generálnym tajomníkom EÚ v roku 2023?;Von der Leyen  
Aktuálne dianie;3;Kto je predsedom vlády Japonska v roku 2023?;Kishida  
Aktuálne dianie;3;Kto je prezidentom Dominikánskej republiky v roku 2023?;Abinader  
Aktuálne dianie;3;Kto je prezidentom Malajzie v roku 2023?;Anwar  
Aktuálne dianie;3;Kto je prezidentom Pobrežia Slonoviny v roku 2023?;Ouattara  
Aktuálne dianie;3;Kto je prezidentom Austrálie v roku 2023?;Albanese  
Aktuálne dianie;3;Kto je prezidentom Haiti v roku 2023?;Ariel  
Aktuálne dianie;3;Kto je prezidentom Nigeru v roku 2023?;Bazoum  
Aktuálne dianie;3;Kto je prezidentom Kambodže v roku 2023?;Hun Sen  
Aktuálne dianie;3;Kto je prezidentom Gany v roku 2023?;Akufo-Addo  
Aktuálne dianie;3;Kto je prezidentom Súdánu v roku 2023?;Burhan  
Aktuálne dianie;3;Kto je víťazom Nobelovej ceny za mier v roku 2023?;Guterres  
Aktuálne dianie;3;Kto je prezidentom Zambie v roku 2023?;Hichilema  
Aktuálne dianie;3;Kto je prezidentom Bahrajnu v roku 2023?;Hamad  
Aktuálne dianie;3;Kto je prezidentom Maldiv?;Solih  
Aktuálne dianie;3;Kto je prezidentom Kene v roku 2023?;Ruto  
Aktuálne dianie;3;Kto je prezidentom Gabonu v roku 2023?;Bongo  
Aktuálne dianie;3;Kto je prezidentom Sýrie v roku 2023?;Assad  
Aktuálne dianie;3;Kto je prezidentom Toga v roku 2023?;Gnassingbé  
Aktuálne dianie;3;Kto je prezidentom Alžírska v roku 2023?;Tebboune  
Aktuálne dianie;3;Kto je prezidentom Surinamu v roku 2023?;Santokhi  
Aktuálne dianie;3;Kto je prezidentom Rwandy v roku 2023?;Kagame  
Aktuálne dianie;3;Kto je prezidentom Barmy v roku 2023?;Min Aung  
Aktuálne dianie;3;Kto je prezidentom Saint Kitts v roku 2023?;Terrence  
Aktuálne dianie;3;Kto je prezidentom Zeleného mysu v roku 2023?;Moussa  
Aktuálne dianie;3;Kto je prezidentom Libanonu v roku 2023?;Aoun  
Aktuálne dianie;3;Kto je prezidentom Súdánu v roku 2023?;Burhan  
Aktuálne dianie;3;Kto je prezidentom Dominikánskej republiky v roku 2023?;Abinader  
Aktuálne dianie;3;Kto je prezidentom Bahrajnu v roku 2023?;Hamad
