kategoria;narocnost;otazka;odpoved
Ríša zvierat;1;Ktoré zviera je najobľúbenejším domácim miláčikom?;Mačka
Ríša zvierat;2;Ktoré zviera je známe ako "pán mora"?;Krokodíl  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou orientovať sa pomocou echolokácie?;Netopier  
Ríša zvierat;2;Aké zviera je najväčším suchozemským predátorom?;Ľadový medveď  
Ríša zvierat;2;Ktoré zviera dokáže prežiť v extrémnych podmienkach Arktídy?;Tučniak  
Ríša zvierat;2;Ktoré zviera je známe svojím tkaním sietí?;Pavúk  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou plávať na veľké vzdialenosti?;Delfín  
Ríša zvierat;2;Ktoré zviera je známe svojim špecifickým správaním pri migrácii?;Husi  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou chodiť po vode?;Bohužiaľ  
Ríša zvierat;2;Ktoré zviera je známe svojím schopným útekom pred predátormi?;Srnka  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť bez vody dlhší čas?;Kameňožrút  
Ríša zvierat;2;Ktoré zviera je známe svojou mimoriadnou rýchlosťou v behu?;Gepard  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou vytvárať zvuky na komunikáciu?;Delfín  
Ríša zvierat;2;Ktoré zviera sa považuje za najinteligentnejšie na Zemi?;Delfín  
Ríša zvierat;2;Aké zviera je známe svojím spevom pri východe slnka?;Pavúk  
Ríša zvierat;2;Ktoré zviera má schopnosť regenerácie končatín?;Axolotl  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou zmeniť farbu?;Chameleón  
Ríša zvierat;2;Ktoré zviera je známe svojou odolnosťou voči jedom?;Súmračný had  
Ríša zvierat;2;Ktoré zviera je známe svojou dlhodobou pamäťou?;Slon  
Ríša zvierat;2;Aké zviera je známe svojimi prednými zubami?;Bobor  
Ríša zvierat;2;Ktoré zviera je známe svojou vynikajúcou rovnováhou?;Koala  
Ríša zvierat;2;Ktoré zviera je najväčší známy cicavec?;Modrý veľryb  
Ríša zvierat;2;Ktoré zviera je známe svojím tancovaním pri náboru partnera?;Jazvec  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou lietať vysokými rýchlosťami?;Sokol  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým krkom a nohami?;Žirafa  
Ríša zvierat;2;Ktoré zviera je známe svojou precíznou koordináciou pohybov?;Mačka  
Ríša zvierat;2;Ktoré zviera sa považuje za najväčšieho predátora v oceáne?;Žralok  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou skákať do výšky?;Kangúr  
Ríša zvierat;2;Ktoré zviera je známe svojimi mimoriadnymi akrobatickými schopnosťami?;Lemur  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou loviť vo dne aj v noci?;Sovy  
Ríša zvierat;2;Ktoré zviera je známe svojou silou a výdržou pri ťahaní?;Hroch  
Ríša zvierat;2;Aké zviera je známe svojím veľkým rozšírením po celom svete?;Holub  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou žiť na extrémne nízkych teplotách?;Tučniak  
Ríša zvierat;2;Ktoré zviera je známe svojím pestrým sfarbením?;Papagáj  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v púšti?;Púštny vrabec  
Ríša zvierat;2;Ktoré zviera je známe svojim jedinečným spôsobom lovu?;Orol  
Ríša zvierat;2;Ktoré zviera je známe svojím veľmi silným čelusťom?;Krokodíl  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým letom?;Migrujúca vtáka  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou získať energiu z jedla?;Vlk  
Ríša zvierat;2;Ktoré zviera je známe svojím špecifickým správaním pri nábore partnera?;Páv  
Ríša zvierat;2;Ktoré zviera je známe svojím rýchlym pohybom v noci?;Puma  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou skryť sa?;Chameleón
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou orientovať sa v tme?;Netopier  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v horúčavách?;Kameň  
Ríša zvierat;2;Ktoré zviera sa považuje za symbol Škótska?;Jednorožec  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou loviť v noci?;Sova  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým jazykom?;Chameleón  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou plávať v ľadovej vode?;Tulene  
Ríša zvierat;2;Aké zviera je najväčším cicavcom v mori?;Modrá veľryba  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou zmeniť farbu?;Chameleón  
Ríša zvierat;2;Ktoré zviera je známe svojím mimoriadnym sluchom?;Sovy  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v tme?;Rybka  
Ríša zvierat;2;Aké zviera je známe svojím skvelým zrakom pri súmraku?;Mačka  
Ríša zvierat;2;Ktoré zviera je známe svojím vynikajúcim čuchom?;Pes  
Ríša zvierat;2;Ktoré zviera je známe svojou pomalou chôdzou a dlhým životom?;Žirafa  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou migrovať na dlhé vzdialenosti?;Losos  
Ríša zvierat;2;Ktoré zviera je známe svojím vynikajúcim skrytým životom?;Krysa  
Ríša zvierat;2;Ktoré zviera je známe svojím pestrým sfarbením v prírode?;Motýľ  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou tancovať na slnku?;Pavúk  
Ríša zvierat;2;Ktoré zviera je známe svojou silou a schopnosťou ťahať?;Kôň  
Ríša zvierat;2;Ktoré zviera je známe svojím rozšíreným biotopom?;Holub  
Ríša zvierat;2;Aké zviera je známe svojou agresivitou vo vojne?;Hroch  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou plávať v riekach?;Korytnačka  
Ríša zvierat;2;Ktoré zviera je známe svojím špecifickým výskytom v lesoch?;Medveď  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou získať energiu zo slnka?;Tráva  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou loviť vo dne?;Orol  
Ríša zvierat;2;Ktoré zviera je známe svojím hniezdením na stromoch?;Vták  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou plávať pod vodou?;Rybka  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v horúčavách?;Krysa  
Ríša zvierat;2;Ktoré zviera je známe svojím veľmi silným čelusťom?;Krokodíl  
Ríša zvierat;2;Aké zviera je známe svojím tkaním sietí?;Pavúk  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v piesku?;Krysa  
Ríša zvierat;2;Ktoré zviera je známe svojím pestrým sfarbením?;Papagáj  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou skákať do výšky?;Kangaroo  
Ríša zvierat;2;Ktoré zviera je známe svojím hlasným volaním?;Kohút  
Ríša zvierat;2;Ktoré zviera sa považuje za symbol moci?;Orol  
Ríša zvierat;2;Aké zviera je známe svojou schopnosťou prežiť vo vode?;Rybka  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým chvostom a špecifickým správaním?;Mačka  
Ríša zvierat;2;Ktoré zviera je známe svojím rozšírením po celom svete?;Holub  
Ríša zvierat;2;Aké zviera je známe svojím dlhým krkom?;Žirafa  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou plávať v mori?;Delfín  
Ríša zvierat;2;Ktoré zviera je známe svojím spevom v noci?;Sova  
Ríša zvierat;2;Ktoré zviera je známe svojím jedinečným správaním pri nábore partnera?;Páv
Ríša zvierat;2;Ktoré zviera je známe svojím spevom na jar?;Slávik  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou skryť sa v piesku?;Chameleón  
Ríša zvierat;2;Ktoré zviera je známe svojou čiernou a bielou srsťou?;Panda  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou plávať v riekach?;Samica lososa  
Ríša zvierat;2;Ktoré zviera je známe svojou mimoriadnou rýchlosťou v behu?;Gepard  
Ríša zvierat;2;Ktoré zviera je známe svojou vynikajúcou pamäťou?;Slon  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v arktických podmienkach?;Ľadový medveď  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým chvostom a schopnosťou skákať?;Kangaroo  
Ríša zvierat;2;Ktoré zviera je známe svojím pestrým sfarbením?;Papagáj  
Ríša zvierat;2;Ktoré zviera je známe svojím schopným sluchom?;Sova  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou migrovať na dlhé vzdialenosti?;Losos  
Ríša zvierat;2;Ktoré zviera je známe svojím spevom v noci?;Sova  
Ríša zvierat;2;Ktoré zviera je známe svojím tkaním sietí?;Pavúk  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v extrémnych teplotách?;Krysa  
Ríša zvierat;2;Ktoré zviera je známe svojou rýchlosťou v mori?;Morsky lev  
Ríša zvierat;2;Ktoré zviera je známe svojím spevom pri východe slnka?;Čajka  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou lietať?;Kolibrík  
Ríša zvierat;2;Ktoré zviera je známe svojím bleskovým pohybom?;Mantis  
Ríša zvierat;2;Ktoré zviera je známe svojou vynikajúcou koordináciou pohybov?;Kočka  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou orientovať sa v tme?;Netopier  
Ríša zvierat;2;Ktoré zviera je známe svojím rozkošným správaním?;Koala  
Ríša zvierat;2;Ktoré zviera je známe svojím spevom v prírode?;Hlasná žaba  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou plávať pod vodou?;Delfín  
Ríša zvierat;2;Ktoré zviera je známe svojou odolnosťou voči jedom?;Zelený mamba  
Ríša zvierat;2;Ktoré zviera je známe svojím tancovaním pri nábore partnera?;Pavúk  
Ríša zvierat;2;Ktoré zviera je známe svojím silným hlasom?;Krahulec  
Ríša zvierat;2;Ktoré zviera je známe svojím rozšírením vo svete?;Holub  
Ríša zvierat;2;Ktoré zviera je známe svojím veľmi silným čelusťom?;Krokodíl  
Ríša zvierat;2;Ktoré zviera je známe svojím špecifickým správaním pri migrácii?;Vták  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým jazykom?;Hroch  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v púšti?;Púštny potkan  
Ríša zvierat;2;Ktoré zviera je známe svojím jedinečným spôsobom lovu?;Súhvezdie  
Ríša zvierat;2;Ktoré zviera je známe svojím špecifickým správaním?;Veľryba  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým letom?;Albatros  
Ríša zvierat;2;Ktoré zviera je známe svojou silou a výdržou pri ťahaní?;Pony  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť v hlbokom mori?;Morsky had  
Ríša zvierat;2;Ktoré zviera je známe svojím silným a hlasným volaním?;Lev  
Ríša zvierat;2;Ktoré zviera je známe svojím vynikajúcim skrytým životom?;Jelen  
Ríša zvierat;2;Ktoré zviera je známe svojím pestrým sfarbením v prírode?;Rybárik  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou prežiť bez vody?;Cicavec  
Ríša zvierat;2;Ktoré zviera je známe svojím dlhým krkom?;Žirafa  
Ríša zvierat;2;Ktoré zviera je známe svojou schopnosťou plávať v riekach?;Korytnačka  
Ríša zvierat;2;Ktoré zviera je známe svojím špecifickým správaním pri nábore partnera?;Hrdlička  
Ríša zvierat;2;Ktoré zviera je známe svojím skvelým zrakom pri súmraku?;Mačka
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou echolokácie?;Delfín  
Ríša zvierat;3;Ktoré zviera má najdlhšie migračné trasy?;Labuť  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v hlbokom mori?;Gulóny  
Ríša zvierat;3;Aké zviera je známe svojím mimoriadne silným čelusťom?;Hroš  
Ríša zvierat;3;Ktoré zviera je najväčším suchozemským predátorom?;Ľadový medveď  
Ríša zvierat;3;Ktoré zviera je známe svojím tkaním sietí?;Pavúk  
Ríša zvierat;3;Ktoré zviera má najväčšiu pamäť?;Slon  
Ríša zvierat;3;Ktoré zviera dokáže prežiť v najextrémnejších podmienkach?;Tardigrád  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou zmeniť farbu?;Chameleon  
Ríša zvierat;3;Ktoré zviera je najväčším cicavcom?;Modrý veľryb  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou loviť v noci?;Sova  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať v ľadovej vode?;Tuleni  
Ríša zvierat;3;Ktoré zviera je známe svojím spôsobom migrácie?;Losos  
Ríša zvierat;3;Ktoré zviera dokáže prežiť bez vody dlhší čas?;Kameň  
Ríša zvierat;3;Ktoré zviera je známe svojou jedinečnou schopnosťou orientovať sa pomocou magnetických polí?;Holub  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť s minimom potravy?;Krysa  
Ríša zvierat;3;Ktoré zviera je známe svojou agresívnou povahou?;Hroch  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať na veľké vzdialenosti?;Žralok  
Ríša zvierat;3;Ktoré zviera je známe svojou vysokou inteligenciou?;Krkavec  
Ríša zvierat;3;Ktoré zviera je známe svojím spevom počas párenia?;Páv  
Ríša zvierat;3;Ktoré zviera je najrýchlejším predátorom v mori?;Mako  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou regenerácie?;Axolotl  
Ríša zvierat;3;Ktoré zviera je známe svojím schopným chovaním pri migrácii?;Láskyplný vrabec  
Ríša zvierat;3;Ktoré zviera je známe svojím dlhým ťahom za potravou?;Včela  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou skryť sa v piesku?;Súšky  
Ríša zvierat;3;Ktoré zviera je známe svojím jedinečným spôsobom prežitia v púšti?;Kameleón  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať v riekach?;Korytnačka  
Ríša zvierat;3;Ktoré zviera je známe svojím výnimočným tancom pri nábore partnera?;Baldachýn  
Ríša zvierat;3;Ktoré zviera je známe svojím jedinečným spôsobom lovu?;Vydra  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou orientovať sa vo vode?;Rybárik  
Ríša zvierat;3;Ktoré zviera je známe svojím pestrým sfarbením?;Papagáj  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou žiť vo výškach?;Orol  
Ríša zvierat;3;Ktoré zviera je známe svojimi akrobatickými schopnosťami?;Morské kone  
Ríša zvierat;3;Ktoré zviera je známe svojou odolnosťou voči chladu?;Arktický vlk  
Ríša zvierat;3;Ktoré zviera je známe svojím orientovaním sa v tme?;Netopier  
Ríša zvierat;3;Ktoré zviera je známe svojím rýchlym pohybom vo vode?;Tropický krab  
Ríša zvierat;3;Ktoré zviera je známe svojím spevom na jar?;Slávik  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v lesoch?;Medveď  
Ríša zvierat;3;Ktoré zviera je známe svojím rozšírením po celom svete?;Potkan  
Ríša zvierat;3;Ktoré zviera je známe svojím tkaním sietí?;Pavúk  
Ríša zvierat;3;Ktoré zviera je známe svojím pestrým sfarbením?;Gekón  
Ríša zvierat;3;Ktoré zviera je známe svojím spevom po východe slnka?;Škovránok  
Ríša zvierat;3;Ktoré zviera je známe svojím špecifickým správaním pri nábore partnera?;Kolibrík  
Ríša zvierat;3;Ktoré zviera je známe svojím tkaním sietí na lov?;Pavúk  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v horúčavách?;Kameň  
Ríša zvierat;3;Ktoré zviera je známe svojím spôsobom lovu vo vode?;Rybárik  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v piesku?;Korytnačka
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou echolokácie?;Delfín  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v extrémne vysokých nadmorských výškach?;Vysokohorský kozorožec  
Ríša zvierat;3;Aké zviera je najväčším suchozemským cicavcom?;Slon  
Ríša zvierat;3;Ktoré zviera je známe svojou mimoriadnou schopnosťou regenerácie?;Axolotl  
