kategoria;narocnost;otazka;odpoved
Náboženstvo;1;Aký je názov svätého miesta v Jeruzaleme?;Západná zeď  
Náboženstvo;1;Ktorá kniha je považovaná za svätú v hinduizme?;Védy  
Náboženstvo;1;Kto je bohom lásky v gréckej mytológii?;Eros  
Náboženstvo;1;Aký je názov náboženského sviatku oslavujúceho pôst?;Ramadán  
Náboženstvo;1;Kto napísal "Knihu mŕtvych"?;Egypt  
Náboženstvo;1;Aký je hlavný symbol buddhizmu?;Lotus  
Náboženstvo;1;Kto je bohom hromu v severskej mytológii?;Thor  
Náboženstvo;1;Aká je najposvätnejšia kniha v kresťanstve?;Biblia  
Náboženstvo;1;Aký je názov najstaršieho náboženstva na svete?;Hinduizmus  
Náboženstvo;1;Kto je autorom "Talmudu"?;Rabíni  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid  
Náboženstvo;1;Ktorá postava je považovaná za matku Ježiša?;Mária  
Náboženstvo;1;Kto je bohom slnka v egyptskom náboženstve?;Ra  
Náboženstvo;1;Kto je považovaný za posledného proroka v islame?;Mohamed  
Náboženstvo;1;Aké je najväčšie náboženstvo v Indii?;Hinduizmus  
Náboženstvo;1;Kto je považovaný za zakladateľa buddhizmu?;Šákjamuni  
Náboženstvo;1;Ktorý sviatok oslavujú kresťania na pamiatku ukrižovania Ježiša?;Veľký piatok  
Náboženstvo;1;Aké je posolstvo "Desatora"?;Prikázania
Náboženstvo;1;Kto je hlavným bohom v kresťanstve?;Boh  
Náboženstvo;1;Aký je názov moslimskej svätyne v Mekke?;Kaaba  
Náboženstvo;1;Kto je zakladateľom judaizmu?;Abrahám  
Náboženstvo;1;Aký je názov modlitby v islame?;Salát  
Náboženstvo;1;Kto je považovaný za zakladateľa kresťanstva?;Ježiš  
Náboženstvo;1;Ktorý sviatok oslavujú kresťania na Veľký piatok?;Ukrižovanie  
Náboženstvo;1;Aký je názov svätého textu v hinduizme?;Védy  
Náboženstvo;1;Kto je bohom vojny v hinduizme?;Krišna  
Náboženstvo;1;Aký je názov kresťanského sviatku, ktorý oslavuje vzkriesenie?;Veľká noc  
Náboženstvo;1;Kto je patrónom katolíckej cirkvi?;Pápež  
Náboženstvo;1;Aký je názov základného textu buddhizmu?;Tripitaka  
Náboženstvo;1;Aký deň sa považuje za sabat?;Sobota  
Náboženstvo;1;Kde sa narodil Budha?;Nepál  
Náboženstvo;1;Kto je bohom mŕtvych v egyptskom náboženstve?;Osiris  
Náboženstvo;1;Aký je názov modlitby v hinduizme?;Pújdža  
Náboženstvo;1;Kto je bohom lásky v hinduizme?;Káma  
Náboženstvo;1;Aký je symbol judaizmu?;Hvězda  
Náboženstvo;1;Kto je bohom múdrosti v gréckej mytológii?;Athéna  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak  
Náboženstvo;1;Kde sa nachádza Vatikán?;Rím  
Náboženstvo;1;Kto je bohom zeme v gréckej mytológii?;Gaia  
Náboženstvo;1;Aký je názov najstaršej kresťanskej cirkvi?;Apostolská  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje príchod Ducha Svätého?;Turíce  
Náboženstvo;1;Kto je považovaný za prvého budhistu?;Budha  
Náboženstvo;1;Aký je symbol kresťanstva?;Kríž  
Náboženstvo;1;Kto je bohom slnka v hinduizme?;Surja  
Náboženstvo;1;Aký je názov festivalu, ktorý oslavuje víťazstvo svetla nad tmou?;Diwali  
Náboženstvo;1;Kto je posol boží v judaizme?;Mojžiš  
Náboženstvo;1;Aký je názov židovskej modlitby?;Šema  
Náboženstvo;1;Kto je zakladateľom šintoizmu?;Tenshi  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje príchod jari v hinduizme?;Holi  
Náboženstvo;1;Kto je považovaný za proroka v judaizme?;Eliáš  
Náboženstvo;1;Aký je názov veľkého rímskeho chrámu?;Pantheon  
Náboženstvo;1;Kto je bohom múdrosti v egyptskom náboženstve?;Thovt  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje úrodu v judaizme?;Šavuot  
Náboženstvo;1;Kto je bohom vojny v rímskej mytológii?;Mars  
Náboženstvo;1;Aký je názov najvyššieho boha v hinduizme?;Brahman  
Náboženstvo;1;Kto je patrónom remeselníkov v katolicizme?;Jozef  
Náboženstvo;1;Aký je názov modlitby pred jedlom v judaizme?;Brachá  
Náboženstvo;1;Kto je bohom chaosu v egyptskom náboženstve?;Seth  
Náboženstvo;1;Aký je názov festivalu, ktorý oslavuje vďaku v USA?;Deň vďakyvzdania  
Náboženstvo;1;Kto je matkou Ježiša?;Mária  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje pôst v katolicizme?;Pôst  
Náboženstvo;1;Kto je bohom obchodu v gréckej mytológii?;Hermés  
Náboženstvo;1;Aký je názov modlitby, ktorú čítajú moslimovia?;Ájátu  
Náboženstvo;1;Kto je bohom smrti v hinduizme?;Šiva  
Náboženstvo;1;Kto je patrónom detí v katolicizme?;Anjel  
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje koniec pôstu?;Eid
Náboženstvo;1;Kto je zakladateľom šintoizmu?;Šinto
Náboženstvo;1;Ktorý deň je zasvätený v kresťanstve?;Nedeľa
Náboženstvo;1;Aký je názov modlitby v katolicizme?;Otče náš
Náboženstvo;1;Kto je považovaný za proroka v islame?;Mojžiš
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak
Náboženstvo;1;Kto je bohom lásky v rímskej mytológii?;Venuša
Náboženstvo;1;Kto je zakladateľom taoizmu?;Lao-c'
Náboženstvo;1;Aký je názov modlitby v judaizme?;Šema
Náboženstvo;1;Kto je bohom plodnosti v gréckej mytológii?;Démétér
Náboženstvo;1;Kto je bohom vojny v egyptskom náboženstve?;Seth
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje pôst v judaizme?;Jom Kipur
Náboženstvo;1;Kto je patrónom umelcov v katolicizme?;Svätý Lukáš
Náboženstvo;1;Kto je bohom mŕtvych v hinduizme?;Yama
Náboženstvo;1;Kto je bohom múdrosti v rímskej mytológii?;Merkúr
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid
Náboženstvo;1;Kto je bohom slnka v rímskej mytológii?;Apollo
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje pôst v budhizme?;Uposatha
Náboženstvo;1;Kto je bohom moci v hinduizme?;Šiva
Náboženstvo;1;Kto je patrónom lekárov v katolicizme?;Svätý Kozma
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje narodenie Ježiša?;Vianoce
Náboženstvo;1;Kto je bohom obchodu v hinduizme?;Lakšmí
Náboženstvo;1;Kto je bohom múdrosti v hinduizme?;Sarasvatí
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje príchod jari v judaizme?;Pesach
Náboženstvo;1;Kto je bohom zeme v hinduizme?;Prithvi
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje víťazstvo dobra nad zlom?;Dípaúvalí
Náboženstvo;1;Kto je bohom hromu v hinduizme?;Indra
Náboženstvo;1;Kto je patrónom detí v katolicizme?;Svätý Jozef
Náboženstvo;1;Aký je názov modlitby pred jedlom v katolicizme?;Benedikcia
Náboženstvo;1;Kto je bohom smrti v gréckej mytológii?;Thanatos
Náboženstvo;1;Kto je bohom víťazstva v hinduizme?;Ganéša
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje úrodu v hinduizme?;Makar Sankranti
Náboženstvo;1;Kto je bohom liečenia v gréckej mytológii?;Asklepios
Náboženstvo;1;Kto je patrónom remeselníkov v gréckej mytológii?;Hefest
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Buddha Jayanti
Náboženstvo;1;Kto je bohom vína v rímskej mytológii?;Bacchus
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje slávnosť v katolicizme?;Kvetná nedeľa
Náboženstvo;1;Kto je bohom plodnosti v hinduizme?;Kartikeya
Náboženstvo;1;Kto je patrónom umelcov v gréckej mytológii?;Apollón
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje radosť?;Diwali
Náboženstvo;1;Kto je bohom neba v gréckej mytológii?;Zeus
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje príchod nového roka v judaizme?;Rosh Hashaná
Náboženstvo;1;Kto je bohom slnka v azteckej mytológii?;Huitzilopochtli
Náboženstvo;1;Kto je bohom vojny v budhizme?;Brahmá
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje zber úrody v judaizme?;Sukkot
Náboženstvo;1;Kto je bohom vánku v hinduizme?;Vayu
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých?;Dušičky
Náboženstvo;1;Kto je bohom lásky v budhizme?;Amita
Náboženstvo;1;Aký je názov sviatku, ktorý oslavuje vieru?;Duchovný deň
Náboženstvo;2;Kto napísal "Knihu židovských zákonov"?;Maimonides  
Náboženstvo;2;Aké je hlavné mesto Vatikánu?;Vatikán  
Náboženstvo;2;Ktoré náboženstvo vzniklo na Indickom subkontinente?;Hinduizmus  
Náboženstvo;2;Kto je považovaný za zakladateľa protestantizmu?;Martin Luther  
Náboženstvo;2;Aký je názov modlitby v katolíckej cirkvi?;Otče náš  
Náboženstvo;2;Ktoré náboženstvo je známe učením Lao-c' ?;Taoizmus  
Náboženstvo;2;Kto je bohom vojny v rímskej mytológii?;Mars  
Náboženstvo;2;Ktorý deň začína židovský sabat?;Piatok  
Náboženstvo;2;Aký je názov posvätnej knihy sikhizmu?;Guru Granth  
Náboženstvo;2;Kto je zakladateľom Bahá'í?;Bahá'u'lláh  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje oslavu svetla?;Diwali  
Náboženstvo;2;Kto je bohom múdrosti v hinduizme?;Saraswati  
Náboženstvo;2;Ktorý sviatok oslavujú kresťania na Veľkú noc?;Veľkonočné sviatky  
Náboženstvo;2;Kto je považovaný za zakladateľa zoroastriánstva?;Zoroaster  
Náboženstvo;2;Aký je názov modlitby, ktorú recitujú moslimovia pred jedlom?;Bismillah  
Náboženstvo;2;Ktorý deň sa považuje za svätý v kresťanstve?;Nedeľa  
Náboženstvo;2;Kto je bohom smrti v egyptskom náboženstve?;Anubis  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod jari?;Holi  
Náboženstvo;2;Kto je hlavným bohom gréckej mytológie?;Zeus  
Náboženstvo;2;Ktorá kniha je považovaná za svätú v hinduizme?;Védy  
Náboženstvo;2;Kto je zakladateľom rehole jezuitov?;Ignác z Loyoly  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid al-Fitr  
Náboženstvo;2;Kto je bohom lásky v gréckej mytológii?;Eros  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje úrodu v hinduizme?;Pongal  
Náboženstvo;2;Kto je bohom slnka v aztéckej mytológii?;Huitzilopochtli  
Náboženstvo;2;Kto je patrónom umelcov v katolicizme?;Svätý Lukáš  
Náboženstvo;2;Aký je názov židovského sviatku oslavujúceho oslobodenie od otroctva?;Pesach  
Náboženstvo;2;Kto je bohom obchodu v rímskej mytológii?;Merkúr  
Náboženstvo;2;Aký je názov posvätnej knihy šintoizmu?;Kojiki  
Náboženstvo;2;Kto je duchovným vodcom v sikhizme?;Guru  
Náboženstvo;2;Ktorý deň sa považuje za svätý v islame?;Piatok  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje narodenie Ježiša?;Vianoce  
Náboženstvo;2;Kto je zakladateľom scientológie?;L. Ron Hubbard  
Náboženstvo;2;Aký je názov modlitby v budhizme?;Metta  
Náboženstvo;2;Kto je bohom plodnosti v rímskej mytológii?;Ceres  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých?;Dušičky  
Náboženstvo;2;Kto je považovaný za prvého pápeža?;Svätý Peter  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje zber úrody v hinduizme?;Onam  
Náboženstvo;2;Kto je bohom vánku v gréckej mytológii?;Eurus  
Náboženstvo;2;Aký je názov festivalu, ktorý oslavuje víťazstvo dobra nad zlom?;Dussehra  
Náboženstvo;2;Kto je bohom múdrosti v severskej mytológii?;Odín  
Náboženstvo;2;Ktorý sviatok oslavujú kresťania na Pamiatku všetkých svätých?;Dušičky  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod Ducha Svätého?;Zoslanie Ducha  
Náboženstvo;2;Kto je bohom liečenia v gréckej mytológii?;Asklepios  
Náboženstvo;2;Aký je názov modlitby, ktorú recitujú katolíci?;Zdravas Mária  
Náboženstvo;2;Kto je bohom plodnosti v rímskej mytológii?;Venus  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje víťazstvo svetla?;Hanukkah  
Náboženstvo;2;Kto je zakladateľom hnutia Hare Krišna?;A. C. Bhaktivedanta  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak
Náboženstvo;2;Kto je autorom "Knihy židovských zákonov"?;Maimonides  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod nového roka v judaizme?;Roš hašana  
Náboženstvo;2;Kto je považovaný za zakladateľa protestantizmu?;Martin Luther  
Náboženstvo;2;Kto je bohom múdrosti v severskej mytológii?;Odín  
Náboženstvo;2;Aký je názov svätého textu v sikhizme?;Guru Granth  
Náboženstvo;2;Kto je duchovným vodcom v sikhizme?;Guru  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod jari v judaizme?;Pesach  
Náboženstvo;2;Kto je považovaný za posledného proroka v judaizme?;Malachiáš  
Náboženstvo;2;Aký je názov moslimskej svätyne v Medine?;Masjid  
Náboženstvo;2;Kto je bohom plodnosti v rímskej mytológii?;Ceres  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje úrodu v katolicizme?;Žatva  
Náboženstvo;2;Kto je zakladateľom rehole benediktínov?;Benedikt  
Náboženstvo;2;Aký je názov modlitby, ktorú recitujú moslimovia pred jedlom?;Bismillah  
Náboženstvo;2;Kto je hlavným bohom v hinduizme?;Brahma  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak  
Náboženstvo;2;Kto je patrónom katolíckej cirkvi?;Panna Mária  
Náboženstvo;2;Kto je bohom slnka v aztéckej mytológii?;Huitzilopochtli  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje oslavu svetla v hinduizme?;Diwali  
Náboženstvo;2;Kto je bohom obchodu v gréckej mytológii?;Hermes  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých v katolicizme?;Dušičky  
Náboženstvo;2;Kto je zakladateľom hnutia Bahá'í?;Bahá'u'lláh  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Íd al-Fitr  
Náboženstvo;2;Kto je bohom smrti v hinduizme?;Šiva  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje víťazstvo dobra nad zlom v hinduizme?;Dussehra  
Náboženstvo;2;Kto je zakladateľom taoizmu?;Lao-c'  
Náboženstvo;2;Aký je názov modlitby pred jedlom v katolicizme?;Molitva  
Náboženstvo;2;Kto je považovaný za prvého pápeža?;Peter  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje slávnosť v katolicizme?;Sviatok  
Náboženstvo;2;Kto je bohom múdrosti v gréckej mytológii?;Athéna  
Náboženstvo;2;Aký je názov svätého textu v hinduizme?;Védy  
Náboženstvo;2;Kto je bohom chaosu v gréckej mytológii?;Erebus  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod nového roka v katolicizme?;Nový rok  
Náboženstvo;2;Kto je duchovným vodcom v budhizme?;Lama  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje radosť?;Vianoce  
Náboženstvo;2;Kto je bohom hromu v gréckej mytológii?;Zeus  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje zber úrody?;Sviatok úrody  
Náboženstvo;2;Kto je bohom víťazstva v hinduizme?;Ganéša  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých?;Día de Muertos  
Náboženstvo;2;Kto je zakladateľom scientológie?;Ron Hubbard  
Náboženstvo;2;Aký je názov modlitby v budhizme?;Metta  
Náboženstvo;2;Kto je bohom lásky v hinduizme?;Káma  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje náboženský pôst?;Ramadán  
Náboženstvo;2;Kto je bohom vína v gréckej mytológii?;Dionýsos  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje narodenie Ježiša?;Vianoce  
Náboženstvo;2;Kto je patrónom lekárov v katolicizme?;Sv. Lukáš  
Náboženstvo;2;Aký je názov modlitby v islame?;Salah  
Náboženstvo;2;Kto je zakladateľom rehole františkánov?;František  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod Ducha Svätého?;Turíce  
Náboženstvo;2;Kto je bohom slnka v hinduizme?;Súrja  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje víťazstvo svetla?;Diwali
Náboženstvo;2;Kto je bohom vojny v hinduizme?;Kálí  
Náboženstvo;2;Kto je považovaný za zakladateľa taoizmu?;Lao-c'  
Náboženstvo;2;Aký je názov svätého textu v sikhizme?;Guru Granth  
Náboženstvo;2;Kto napísal "Knihu mŕtvych"?;Tibetskí mnísi  
Náboženstvo;2;Kto je bohom plodnosti v gréckej mytológii?;Deméter  
Náboženstvo;2;Ktorý deň je zasvätený v islame?;Piatok  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak  
Náboženstvo;2;Kto je považovaný za proroka v judaizme?;Eliáš  
Náboženstvo;2;Kto je zakladateľom Bahá'í?;Bahá'u'lláh  
Náboženstvo;2;Aký je názov modlitby pred jedlom v judaizme?;Birkat Hamazon  
Náboženstvo;2;Kto je bohom lásky v rímskej mytológii?;Venuša  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje slávnosť v katolicizme?;Sviatok Krista Kráľa  
Náboženstvo;2;Kto je bohom múdrosti v azteckej mytológii?;Tezcatlipoca  
Náboženstvo;2;Kto je duchovným vodcom v budhizme?;Dalajláma  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod jari v judaizme?;Pesach  
Náboženstvo;2;Kto je bohom vína v gréckej mytológii?;Dionýsos  
Náboženstvo;2;Kto je považovaný za posledného proroka v judaizme?;Ezechiel  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid al-Fitr  
Náboženstvo;2;Kto je zakladateľom scientológie?;L. Ron Hubbard  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje zber úrody v judaizme?;Sukkot  
Náboženstvo;2;Kto je patrónom umelcov v katolicizme?;Svätý Lukáš  
Náboženstvo;2;Kto je bohom chaosu v gréckej mytológii?;Khaos  
Náboženstvo;2;Aký je názov festivalu, ktorý oslavuje víťazstvo svetla?;Diwali  
Náboženstvo;2;Kto je považovaný za zakladateľa protestantizmu?;Martin Luther  
Náboženstvo;2;Kto je bohom múdrosti v egyptskom náboženstve?;Thovt  
Náboženstvo;2;Aký je názov modlitby, ktorú recitujú katolíci?;Otče náš  
Náboženstvo;2;Kto je bohom smrti v hinduizme?;Šiva  
Náboženstvo;2;Kto je zakladateľom rehole benediktínov?;Benedikt z Nursie  
Náboženstvo;2;Ktorý sviatok oslavujú kresťania na Pamiatku všetkých svätých?;Dušičky  
Náboženstvo;2;Aký je názov svätého textu v budhizme?;Tripitaka  
Náboženstvo;2;Kto je bohom hromu v gréckej mytológii?;Zeus  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých?;Dušičky  
Náboženstvo;2;Kto je duchovným vodcom v sikhizme?;Guru  
Náboženstvo;2;Kto je bohom slnka v egyptskom náboženstve?;Ra  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje narodenie Ježiša?;Vianoce  
Náboženstvo;2;Kto je hlavným bohom v hinduizme?;Brahma  
Náboženstvo;2;Kto je bohom vojny v rímskej mytológii?;Mars  
Náboženstvo;2;Ktorý sviatok oslavujú kresťania na Veľký piatok?;Ukrižovanie  
Náboženstvo;2;Kto je zakladateľom rehole františkánov?;František z Assisi  
Náboženstvo;2;Kto je bohom lásky v hinduizme?;Káma  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje príchod jari?;Holi  
Náboženstvo;2;Kto je bohom víťazstva v hinduizme?;Durga  
Náboženstvo;2;Aký je názov sviatku, ktorý oslavuje náboženský pôst?;Ramadán  
Náboženstvo;2;Kto je autorom "Knihy židovských zákonov"?;Maimonides  
Náboženstvo;2;Kto je zakladateľom šintoizmu?;Jinmu  
Náboženstvo;2;Kto je bohom obchodu v hinduizme?;Ganesha  
Náboženstvo;2;Kto je patrónom lekárov v katolicizme?;Svätý Lukáš  
Náboženstvo;2;Aký je názov modlitby, ktorú recitujú moslimovia pred jedlom?;Bismillah
Náboženstvo;3;Aký je názov najstaršieho známeho písma?;Klinové písmo  
Náboženstvo;3;Kto je považovaný za zakladateľa zoroastriánstva?;Zoroaster  
Náboženstvo;3;Aký je názov náboženstva založeného na učení Lao-c'?;Taoizmus  
Náboženstvo;3;Kto je autorom "Knihy mŕtvych" v egyptskom náboženstve?;Anonym  
Náboženstvo;3;Ktorý náboženský text je známy ako "Kniha mŕtvych"?;Egyptský text  
Náboženstvo;3;Kto je považovaný za proroka v sikhizme?;Guru Nanak  
Náboženstvo;3;Kto napísal "Bhagavad-gítu"?;Vyasa  
Náboženstvo;3;Aký je názov posvätnej knihy sikhizmu?;Guru Granth  
Náboženstvo;3;Ktorý deň sa považuje za svätý v judaizme?;Sabat  
Náboženstvo;3;Kto je bohom múdrosti v gréckej mytológii?;Athéna  
Náboženstvo;3;Kto je bohom víťazstva v hinduizme?;Vishnu  
Náboženstvo;3;Aký je názov svätého textu v zoroastriánstve?;Avesta  
Náboženstvo;3;Kto je bohom plodnosti v egyptskom náboženstve?;Hathor  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod nového roka v islame?;Ramadán  
Náboženstvo;3;Kto je považovaný za prvého rímskeho pápeža?;Peter  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod jari v katolicizme?;Veľká noc  
Náboženstvo;3;Kto je bohom vojny v gréckej mytológii?;Ares  
Náboženstvo;3;Aký je názov posvätnej knihy budhizmu?;Tipitaka  
Náboženstvo;3;Kto je bohom lásky v azteckej mytológii?;Xochiquetzal  
Náboženstvo;3;Kto je považovaný za zakladateľa šintoizmu?;Anonym  
Náboženstvo;3;Kto je zakladateľom Bahá'í?;Bahá'u'lláh  
Náboženstvo;3;Ktorý sviatok je oslavou úrody v hinduizme?;Pongal  
Náboženstvo;3;Kto je patrónom umelcov v hinduizme?;Sarasvatí  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých v katolicizme?;Dušičky  
Náboženstvo;3;Kto je bohom slnka v gréckej mytológii?;Helios  
Náboženstvo;3;Aký je názov náboženského textu v sikhizme?;Guru Granth  
Náboženstvo;3;Kto je bohom liečenia v grécko-rímskej mytológii?;Asklepios  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje víťazstvo svetla nad tmou v hinduizme?;Diwali  
Náboženstvo;3;Kto je bohom vojny v hinduizme?;Kálí  
Náboženstvo;3;Aký je názov posvätnej knihy v zoroastriánstve?;Avesta  
Náboženstvo;3;Kto je považovaný za zakladateľa taoizmu?;Lao-c'  
Náboženstvo;3;Ktorý sviatok oslavujú kresťania na pamiatku ukrižovania?;Veľký piatok  
Náboženstvo;3;Kto je považovaný za zakladateľa islamu?;Muhammad  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod Ducha Svätého?;Letnice  
Náboženstvo;3;Kto je bohom múdrosti v egyptskom náboženstve?;Thovt  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak  
Náboženstvo;3;Kto je bohom smrti v hinduizme?;Yama  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje úrodu v judaizme?;Sukot  
Náboženstvo;3;Kto je bohom chaosu v egyptskom náboženstve?;Set  
Náboženstvo;3;Kto je autorom "Knihy mŕtvych" v budhizme?;Anonym  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje víťazstvo dobra nad zlom v hinduizme?;Diwali  
Náboženstvo;3;Kto je bohom vánku v gréckej mytológii?;Eurus  
Náboženstvo;3;Kto je zakladateľom scientológie?;Hubbard  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid  
Náboženstvo;3;Kto je bohom vína v gréckej mytológii?;Dionýsos  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje narodenie Ježiša?;Vianoce
Náboženstvo;3;Kto je autorom "Knihy Genesis"?;Mojžiš  
Náboženstvo;3;Aký je názov svätého textu zoroastriánstva?;Avesta  
Náboženstvo;3;Ktorý rímsky boh je známy ako "Jupiter"?;Dzeus  
Náboženstvo;3;Kto je považovaný za zakladateľa sikhizmu?;Guru Nanak  
Náboženstvo;3;Ktorý náboženský text sa zaoberá učením Lao-c'?;Tao Te ťing  
Náboženstvo;3;Aký je názov svätého mesta pre budhistov?;Lumbiní  
Náboženstvo;3;Kto je hlavným bohom v severskej mytológii?;Odin  
Náboženstvo;3;Aké je posolstvo "Desatora" v judaizme?;Prikázania  
Náboženstvo;3;Kto je považovaný za najstaršieho boha v Egypte?;Ra  
