kategoria;narocnost;otazka;odpoved
Cudzie jazyky;2;Aký jazyk sa hovorí na Jamajke?;Jamaican Patois  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Mozambiku?;Portugalčina  
Cudzie jazyky;2;Aký jazyk je úradný v Nepále?;Nepálčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Suriname?;Nederlands  
Cudzie jazyky;2;Aký jazyk je úradný v Ekvádore?;Španielčina  
Cudzie jazyky;2;Ktorý jazyk sa používa v Taliansku?;Taliančina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Izraeli?;Hebrejčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Českej republike?;Čeština  
Cudzie jazyky;2;Aký jazyk sa hovorí na Malte?;Maltčina  
Cudzie jazyky;2;Ktorý jazyk sa používa v Botswane?;Setswana  
Cudzie jazyky;2;Aký jazyk je úradný v Saudskej Arábii?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Moldavsku?;Rumunčina  
Cudzie jazyky;2;Aký jazyk sa používa v Turecku?;Turečtina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Pobreží slonoviny?;Francúzština  
Cudzie jazyky;2;Aký jazyk sa hovorí v Súdáne?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk sa používa v Bahamských ostrovoch?;Angličtina  
Cudzie jazyky;2;Aký jazyk je úradný v Hondurasu?;Španielčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí na Trinidadu a Tobagu?;Angličtina  
Cudzie jazyky;2;Aký jazyk sa používa v Dominikánskej republike?;Španielčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Taliansku?;Taliančina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Indonézii?;Bahasa Indonesia  
Cudzie jazyky;2;Ktorý jazyk je úradný v Salvadoru?;Španielčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Fínsku?;Fínčina  
Cudzie jazyky;2;Ktorý jazyk sa používa v Senegal?;Francúzština  
Cudzie jazyky;2;Aký jazyk sa hovorí v Líbyi?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Zelená Hora?;Čiernohorský  
Cudzie jazyky;2;Aký jazyk sa hovorí v Kirgizsku?;Kirgizčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Gabone?;Francúzština  
Cudzie jazyky;2;Aký jazyk sa hovorí v Seychelách?;Kreolčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Ugande?;Angličtina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Suriname?;Nederlands  
Cudzie jazyky;2;Ktorý jazyk je úradný v Vatikáne?;Taliančina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Sýrii?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Lesothe?;Sesotho
Cudzie jazyky;2;Aký jazyk sa hovorí v Holandsku?;Nederlands  
Cudzie jazyky;2;Ktorý jazyk sa používa v Srbskej republike?;Srbčina  
Cudzie jazyky;2;Aký jazyk je úradný v Belgicku?;Nederlands  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Guatemale?;Španielčina  
Cudzie jazyky;2;Aký jazyk je oficiálny v Jemene?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Sýrii?;Arabčina  
Cudzie jazyky;2;Aký jazyk hovorí väčšina ľudí v Bosne?;Bosnian  
Cudzie jazyky;2;Ktorý jazyk sa používa v Austrálii?;Angličtina  
Cudzie jazyky;2;Aký jazyk je úradný v Nórsku?;Nórčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Kirgizsku?;Kirgizčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Iráne?;Perzština  
Cudzie jazyky;2;Ktorý jazyk je úradný v Mexiku?;Španielčina  
Cudzie jazyky;2;Aký jazyk sa používa v Gruzínsku?;Gruzínčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Taliansku?;Taliančina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Thajsku?;Tajčina  
Cudzie jazyky;2;Ktorý jazyk sa používa vo Fínsku?;Fínčina  
Cudzie jazyky;2;Aký jazyk hovorí väčšina ľudí v Česku?;Čeština  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Singapure?;Malajčina  
Cudzie jazyky;2;Aký jazyk je úradný v Paname?;Španielčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Alžírsku?;Arabčina  
Cudzie jazyky;2;Aký jazyk je úradný v Rwande?;Kinyarwanda  
Cudzie jazyky;2;Ktorý jazyk sa používa v JAR?;Afrikánčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Malajzii?;Malajčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Egypte?;Arabčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Zambii?;Bemba  
Cudzie jazyky;2;Ktorý jazyk sa používa v Zelená Hora?;Čiernohorský  
Cudzie jazyky;2;Aký jazyk hovorí väčšina ľudí v Bulharsku?;Bulharčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Venezuele?;Španielčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Bahrajne?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk sa používa v Jemene?;Arabčina  
Cudzie jazyky;2;Aký jazyk je úradný v Haiti?;Haitská  
Cudzie jazyky;2;Ktorý jazyk hovorí väčšina ľudí v Taliansku?;Taliančina  
Cudzie jazyky;2;Aký jazyk je úradný v Kórei?;Kórejčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Zambii?;Nyanja  
Cudzie jazyky;2;Aký jazyk sa používa v Senegale?;Wolof  
Cudzie jazyky;2;Ktorý jazyk je úradný v Zelená Hora?;Čiernohorský  
Cudzie jazyky;2;Aký jazyk hovorí väčšina ľudí v Guatemale?;Španielčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Trinidadu?;Angličtina  
Cudzie jazyky;2;Aký jazyk je úradný v Maldivách?;Dhivehi  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Ekvádore?;Španielčina  
Cudzie jazyky;2;Aký jazyk sa používa v Rwande?;Kinyarwanda  
Cudzie jazyky;2;Ktorý jazyk je úradný v Angole?;Portugalčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Mjanmarsku?;Barmčina  
Cudzie jazyky;2;Ktorý jazyk sa používa v Kambodži?;Khmerčina  
Cudzie jazyky;2;Aký jazyk je úradný v Gabone?;Francúzština  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Libanone?;Arabčina  
Cudzie jazyky;2;Aký jazyk sa hovorí v Suriname?;Holandčina  
Cudzie jazyky;2;Ktorý jazyk je úradný v Turecku?;Turečtina  
Cudzie jazyky;2;Aký jazyk sa používa v Bhutáne?;Dzongkha  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Moldavsku?;Rumunčina  
Cudzie jazyky;2;Aký jazyk je úradný v Sýrii?;Arabčina  
Cudzie jazyky;2;Ktorý jazyk sa hovorí v Malte?;Maltčina  
Cudzie jazyky;2;Aký jazyk sa používa v Zelená Hora?;Čiernohorský
Cudzie jazyky;3;Aký jazyk je úradný v Nemecku?;Nemčina  
Cudzie jazyky;3;Ktorý jazyk patrí medzi úradné jazyky v Belgicku?;Nederlands  
Cudzie jazyky;3;Aký jazyk je úradný v Sýrii?;Arabčina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Mauretánii?;Arabčina  
Cudzie jazyky;3;Aký jazyk sa hovorí v Zambii?;Ajzandčina  
Cudzie jazyky;3;Ktorý jazyk sa používa v Možnosti?;Francúzština  
Cudzie jazyky;3;Aký jazyk sa používa v Turecku?;Turečtina  
Cudzie jazyky;3;Ktorý jazyk hovorí väčšina v Paname?;Španielčina  
Cudzie jazyky;3;Aký jazyk je úradný v Estónsku?;Estónčina  
Cudzie jazyky;3;Ktorý jazyk je úradný v Chorvátsku?;Chorvátčina  
Cudzie jazyky;3;Aký jazyk sa používa v Iráne?;Perzština  
Cudzie jazyky;3;Ktorý jazyk je úradný v Maldivách?;Dhivehi  
Cudzie jazyky;3;Aký jazyk sa hovorí v Jamajke?;Jamaican Patois  
Cudzie jazyky;3;Ktorý jazyk je úradný v Kambodži?;Khmerčina  
Cudzie jazyky;3;Aký jazyk sa používa v Kirgizsku?;Kirgizčina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Mongolsku?;Mongolčina  
Cudzie jazyky;3;Aký jazyk sa hovorí v Bahrajne?;Arabčina  
Cudzie jazyky;3;Ktorý jazyk je úradný v Suriname?;Nederlands  
Cudzie jazyky;3;Aký jazyk je úradný v Taliansku?;Taliančina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Eritrei?;Tigrinya  
Cudzie jazyky;3;Aký jazyk je úradný v Ekvádore?;Španielčina  
Cudzie jazyky;3;Ktorý jazyk sa používa v Guinei?;Francúzština  
Cudzie jazyky;3;Aký jazyk sa hovorí v Súdáne?;Arabčina  
Cudzie jazyky;3;Ktorý jazyk je úradný v Jemene?;Arabčina  
Cudzie jazyky;3;Aký jazyk sa používa na Haiti?;Haitian Creole  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Samoa?;Samoan  
Cudzie jazyky;3;Aký jazyk sa používa na Seychelách?;Kreolská  
Cudzie jazyky;3;Ktorý jazyk je úradný v Dominikánskej republike?;Španielčina  
Cudzie jazyky;3;Aký jazyk sa hovorí v Mikronézii?;Angličtina  
Cudzie jazyky;3;Ktorý jazyk sa používa v Fínsku?;Fínčina  
Cudzie jazyky;3;Aký jazyk je úradný v Taliansku?;Taliančina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Togo?;Francúzština  
Cudzie jazyky;3;Aký jazyk sa používa v Somalilandu?;Somálčina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Taliansku?;Taliančina  
Cudzie jazyky;3;Aký jazyk je úradný v Lotyšsku?;Lotyština  
Cudzie jazyky;3;Ktorý jazyk sa používa v Gabone?;Francúzština  
Cudzie jazyky;3;Aký jazyk je úradný v Arménsku?;Arménčina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Bangladéši?;Bengálčina  
Cudzie jazyky;3;Aký jazyk sa hovorí v Súdáne?;Arabčina  
Cudzie jazyky;3;Ktorý jazyk sa používa v Bahrajne?;Arabčina  
Cudzie jazyky;3;Aký jazyk je úradný v Nórsku?;Nórčina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Zimbabwe?;Shona  
Cudzie jazyky;3;Aký jazyk hovorí väčšina v Libanone?;Arabčina  
Cudzie jazyky;3;Ktorý jazyk je úradný v Lesothe?;Sesotho  
Cudzie jazyky;3;Aký jazyk sa hovorí v Madagaskare?;Malgaščina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Hondurasu?;Španielčina  
Cudzie jazyky;3;Aký jazyk je úradný v Gabone?;Francúzština  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Hondurasu?;Španielčina  
Cudzie jazyky;3;Aký jazyk je úradný v Lesothe?;Sesotho
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Taliansku?;Taliančina  
Cudzie jazyky;3;Aký jazyk sa používa v Burundi?;Kirundi  
Cudzie jazyky;3;Ktorý jazyk je úradný v Bahrajne?;Arabčina  
Cudzie jazyky;3;Aký jazyk hovorí väčšina v Turecku?;Turečtina  
Cudzie jazyky;3;Ktorý jazyk sa používa v Mjanmarsku?;Barmčina  
Cudzie jazyky;3;Aký jazyk je úradný v Gabone?;Francúzština  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Kambodži?;Khmerčina  
Cudzie jazyky;3;Aký jazyk sa používa v Kyrgyzstane?;Kyrgyzčina  
Cudzie jazyky;3;Ktorý jazyk sa hovorí v Zelená Hora?;Čiernohorský  
