kategoria;narocnost;otazka;odpoved
Hry a hračky;1;Aká hračka je známa svojou variabilitou?;Stavebnica  
Hry a hračky;1;Ktorá hračka je určená na učenie farieb?;Farby  
Hry a hračky;1;Aká hračka je populárna na narodeninových oslavách?;Pohárik  
Hry a hračky;1;Ktorá hračka je známa svojou schopnosťou svetla?;Svietiaca  
Hry a hračky;1;Aká hračka je obľúbená na výlety?;Batožtek
Hry a hračky;1;Ktorá hračka je známa svojou schopnosťou skákať?;Skákací míč  
Hry a hračky;1;Aká hračka je určená na maľovanie?;Farbičky  
Hry a hračky;1;Ktorá hračka je obľúbená medzi deťmi a má kolieska?;Bicykel  
Hry a hračky;1;Aká hračka sa používa na učenie tvarov?;Stavebnica  
Hry a hračky;1;Ktorá hračka je určená pre bábätká a vydáva zvuky?;Hrajúca hračka  
Hry a hračky;1;Aká hračka je známa svojou variabilitou?;Lego  
Hry a hračky;1;Ktorá hračka je populárna na narodeninových oslavách?;Balón  
Hry a hračky;1;Aká hračka je známa svojou farbou a tvarom?;Plyšový medveď  
Hry a hračky;1;Ktorá hračka je určená na hranie vo vode?;Lodná hračka  
Hry a hračky;1;Aká hračka je často používaná v škôlkach?;Kocky  
Hry a hračky;1;Ktorá hračka je obľúbená medzi dievčatami?;Bábika  
Hry a hračky;1;Aká hračka je známa svojou schopnosťou lietať?;Dron  
Hry a hračky;1;Ktorá hračka je známa svojou schopnosťou svietiť?;Svietiaca tyč  
Hry a hračky;1;Aká hračka je obľúbená na pieskovisku?;Lopatka  
Hry a hračky;1;Ktorá hračka má tvar zvieratka a je obľúbená?;Plyšový pes  
Hry a hračky;1;Aká hračka sa dá ťahať za sebou?;Ťahací medveď  
Hry a hračky;1;Ktorá hračka je známa svojou odolnosťou?;Gumená lopta  
Hry a hračky;1;Aká hračka je určená na učenie farieb?;Farebné kocky  
Hry a hračky;1;Ktorá hračka je obľúbená pre deti a má pohyb?;Autíčko  
Hry a hračky;1;Akú hru hráme s kockami a má cieľ dosiahnuť 21?;Blackjack  
Hry a hračky;1;Ktorá hra sa hrá s figúrkami a má šachovnicu?;Šach  
Hry a hračky;1;Aká hračka sa používa na skákanie?;Skákací hračky  
Hry a hračky;1;Ktorá hračka je známa svojou schopnosťou chápať príkazy?;Interaktívny robot  
Hry a hračky;1;Aká hračka je obľúbená na výlety a má kolieska?;Detský vozík  
Hry a hračky;1;Ktorá hračka je obľúbená medzi chlapcami?;Autíčko  
Hry a hračky;1;Aká hra je známa ako "hra na preteky"?;Preteky  
Hry a hračky;1;Ktorá hračka je známa svojou jednoduchou konštrukciou?;Puzzle  
Hry a hračky;1;Aká hračka je určená na zábavu a pohyb?;Skákacie lano  
Hry a hračky;1;Ktorá hračka má kolesá a jazdí?;Autobus  
Hry a hračky;1;Aká hračka je známa svojou schopnosťou plávať?;Gumová kačka  
Hry a hračky;1;Ktorá hračka je zvyčajne vyrobená z plastu?;Figúrka  
Hry a hračky;1;Ktorá hračka je známa svojou variabilitou?;Stavebnica  
Hry a hračky;1;Aká hračka je určená na učebné aktivity?;Vzdelávacia hračka  
Hry a hračky;1;Ktorá hra sa hrá s kartami a má 4 farby?;Hra s kartami  
Hry a hračky;1;Aká hračka je známa svojou schopnosťou svietiť?;Nočná lampa  
Hry a hračky;1;Ktorá hračka je určená na učenie písmen?;Písmenková hračka  
Hry a hračky;1;Ktorá hračka je známa svojou odolnosťou?;Plyšový hračky  
Hry a hračky;1;Aká hračka je populárna na narodeninových oslavách?;Hračkársky balón  
Hry a hračky;1;Ktorá hračka je známa svojou schopnosťou lietať?;Detský dron  
Hry a hračky;1;Ktorá hračka je známa svojou farbou a tvarom?;Kocky  
Hry a hračky;1;Aká hračka je obľúbená pre deti a je plyšová?;Plyšový medveď  
Hry a hračky;1;Ktorá hračka je často používaná v škôlkach?;Interaktívny stôl  
Hry a hračky;1;Aká hračka je určená na maľovanie?;Kriedy  
Hry a hračky;1;Ktorá hračka sa dá stavať z kociek?;Stavebnica  
Hry a hračky;1;Aká hračka je určená na učenie a má rôzne zvuky?;Zvuková hračka  
Hry a hračky;1;Ktorá hračka je obľúbená na hranie vonku?;Lopta  
Hry a hračky;1;Ktorá hračka je určená pre najmenších?;Plyšový králik  
Hry a hračky;1;Aká hračka je známa svojou variabilitou?;Kreatívna súprava  
Hry a hračky;1;Ktorá hračka je populárna na výlet?;Detský batoh  
Hry a hračky;1;Ktorá hračka je známa svojou farbou a má tvar zvieraťa?;Plyšový slon
Hry a hračky;2;Aká hračka je známa svojou schopnosťou skákať?;Skákajúca lopta  
Hry a hračky;2;Ktorá hra sa hrá s figúrkami a má šachovnicu?;Šach  
Hry a hračky;2;Aká hračka je určená na maľovanie a kreslenie?;Farbičky  
Hry a hračky;2;Ktorá hračka je určená na učenie farieb?;Stolná hra  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou a modulárnosťou?;Kocky LEGO  
Hry a hračky;2;Aká hračka je určená pre bábätká a vydáva zvuky?;Interaktívna kniha  
Hry a hračky;2;Ktorá hračka má tvar zvieratka a je obľúbená?;Plyšový medveď  
Hry a hračky;2;Aká hra je známa ako "hra s číslami"?;Sudoku  
Hry a hračky;2;Ktorá hračka je zvyčajne vyrobená z plastu a má kolieska?;Autíčko  
Hry a hračky;2;Aká hračka je určená na učenie tvarov?;Skladacie tvary  
Hry a hračky;2;Ktorá hračka je obľúbená pre deti a má pohyb?;Bábika s pohybom  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou lietať?;Dron  
Hry a hračky;2;Ktorá hračka je určená na učenie písmen?;Písmenková skládačka  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou svietiť?;Svietiaca lopta  
Hry a hračky;2;Ktorá hra je zameraná na preteky s autami?;Formule  
Hry a hračky;2;Aká hračka je obľúbená na pláži?;Lopta  
Hry a hračky;2;Ktorá hračka je známa svojou odolnosťou?;Plyšový lev  
Hry a hračky;2;Aká hračka je určená na učenie a má rôzne zvuky?;Interaktívna hračka  
Hry a hračky;2;Ktorá hračka je určená na stavanie a hranie?;Kocky  
Hry a hračky;2;Aká hračka je populárna medzi deťmi a má kolieska?;Kolobežka  
Hry a hračky;2;Ktorá hračka je obľúbená na pieskovisku?;Lopatka  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou chápať príkazy?;Robot  
Hry a hračky;2;Ktorá hračka má zvuk a je interaktívna?;Interaktívny medveď  
Hry a hračky;2;Aká hračka je známa svojou variabilitou a zložitosťou?;Puzzle  
Hry a hračky;2;Ktorá hračka je určená na zábavu a pohyb?;Hojdacia sieť  
Hry a hračky;2;Aká hračka je známa svojou jednoduchosťou?;Hračkárske autíčko  
Hry a hračky;2;Ktorá hračka je známa svojou farbou a tvarom?;Lopta  
Hry a hračky;2;Aká hračka je obľúbená na narodeninových oslavách?;Bublifuk  
Hry a hračky;2;Ktorá hračka je obľúbená medzi dievčatami?;Bábika  
Hry a hračky;2;Aká hračka je určená na učenie čísel?;Karty s číslami  
Hry a hračky;2;Ktorá hračka je známa svojou schopnosťou plávať?;Plávajúca kačička  
Hry a hračky;2;Aká hračka je známa svojou farbou a tvarom?;Hračkárske zviera  
Hry a hračky;2;Ktorá hračka je určená na učenie a má zvuky?;Hudobná hračka  
Hry a hračky;2;Aká hračka je známa svojou jednoduchou konštrukciou?;Skladačka  
Hry a hračky;2;Ktorá hračka je obľúbená pre deti a má pohyb?;Autíčko na diaľkové ovládanie  
Hry a hračky;2;Aká hračka je populárna na narodeninových oslavách?;Balón  
Hry a hračky;2;Ktorá hračka sa dá ťahať za sebou?;Hračkárske auto  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou svietiť?;Svietiaci drak  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou?;Stavebnica  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou skákať?;Skákajúca guma  
Hry a hračky;2;Ktorá hračka je obľúbená medzi chlapcami?;Autíčko  
Hry a hračky;2;Aká hračka je určená na maľovanie?;Kreatívny set  
Hry a hračky;2;Ktorá hračka je známa svojou schopnosťou plávať?;Lodička
Hry a hračky;2;Ktorá hra sa hrá s figúrkami a má strategický charakter?;Dáma  
Hry a hračky;2;Ktorá hračka je známa svojou schopnosťou stavania?;Kocky  
Hry a hračky;2;Aká hra je zameraná na zábavu a tímovú prácu?;Mafia  
Hry a hračky;2;Aká je populárna spoločenská hra s otázkami a odpoveďami?;Trivial Pursuit  
Hry a hračky;2;Ktorá hračka je známa svojou odolnosťou a trvácnosťou?;Duplo  
Hry a hračky;2;Aká kartová hra je založená na bluffovaní?;Poker  
Hry a hračky;2;Ktorá hračka má zvyčajne štyri kolieska a jazdí?;Autíčko  
Hry a hračky;2;Aká je najobľúbenejšia stolná hra na svete po Monopoly?;Scrabble  
Hry a hračky;2;Ktorá hračka je známa svojou interaktívnosťou a zvukmi?;Robot  
Hry a hračky;2;Ktorá hra je založená na hľadaní skrytých predmetov?;Hádanky  
Hry a hračky;2;Aká hra sa hrá na doske a má cieľ získať všetky figúrky?;Parchisi  
Hry a hračky;2;Ktorá hračka je obľúbená medzi deťmi a má rozprávkové postavy?;Plyšová  
Hry a hračky;2;Aká hra sa hrá s kockami a má cieľ získať najvyššie skóre?;Yahtzee  
Hry a hračky;2;Ktorá hračka je určená na zábavu a pohyb?;Lopta  
Hry a hračky;2;Ktorá kartová hra je známa svojou stratégiou a taktizovaním?;Magic  
Hry a hračky;2;Aká hračka sa používa na učenie písmen a číslic?;Písmenková hra  
Hry a hračky;2;Ktorá hračka je obľúbená na hranie v skupinách?;Spoločenská hra  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou a flexibilitou?;Stavebnice  
Hry a hračky;2;Aká hračka je určená na učenie tvarov a farieb?;Vzdelávacia hračka  
Hry a hračky;2;Ktorá hračka má tvar zvieratka a je obľúbená medzi deťmi?;Plyšový medveď  
Hry a hračky;2;Aká hra je známa ako "hra na preteky" s autami?;Formule  
Hry a hračky;2;Ktorá hračka je určená na hranie vo vode?;Hračkárske lode  
Hry a hračky;2;Ktorá hračka je známa svojim zvukom a hrou na hudobný nástroj?;Klavír  
Hry a hračky;2;Aká hračka je populárna medzi bábätkami a má rôzne textúry?;Plyšová kniha  
Hry a hračky;2;Ktorá hra sa hrá s figúrkami na hexagonálnej doske?;Hex  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou skákať a pohybovať sa?;Skákacia lopta  
Hry a hračky;2;Ktorá hračka je známa svojou jednoduchosťou a zábavnosťou?;Puzzle  
Hry a hračky;2;Ktorá hra je zameraná na zábavu a rozvoj logického myslenia?;Kreatívne hry  
Hry a hračky;2;Aká hračka je obľúbená na narodeninových oslavách a má svetlá?;Balóniky  
Hry a hračky;2;Ktorá hračka je známa svojou flexibilitou a možnosťou variácií?;Stavebnica  
Hry a hračky;2;Ktorá hračka je určená na učenie a je interaktívna?;Tablet pre deti  
Hry a hračky;2;Aká hračka je populárna pre deti a má zvuky?;Interaktívny dinosaur  
Hry a hračky;2;Ktorá hračka je známa svojou schopnosťou byť "inteligentná"?;Robotická hračka  
Hry a hračky;2;Ktorá hra sa hrá s figúrkami a má špeciálne pravidlá?;Karetní hry  
Hry a hračky;2;Ktorá hračka je obľúbená medzi deťmi a má pohyb?;Hračkárske auto  
Hry a hračky;2;Aká hračka je určená na učenie a zahŕňa farby?;Vzdelávacia hračka  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou a rôznymi použitím?;Multifunkčná hračka  
Hry a hračky;2;Ktorá hračka je obľúbená na pieskovisku a má tvar zvieraťa?;Pieskový formička  
Hry a hračky;2;Ktorá hračka je známa svojou odolnosťou a je vyrobená z gumy?;Skákacia guma  
Hry a hračky;2;Aká hračka je známa svojou farbou a je plyšová?;Plyšová hračka  
Hry a hračky;2;Ktorá hračka je určená na hranie vonku?;Skateboard  
Hry a hračky;2;Ktorá hračka je obľúbená na výlety a má kolieska?;Cestovný kočík  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou a modifikovateľnosťou?;Kreatívne stavebnice  
Hry a hračky;2;Ktorá hračka je určená na učenie a má rôzne zvuky?;Interaktívna kniha  
Hry a hračky;2;Ktorá hračka je známa svojou schopnosťou plávať?;Lodný model  
Hry a hračky;2;Ktorá hračka je obľúbená medzi dievčatami a je plyšová?;Plyšová bábika  
Hry a hračky;2;Ktorá hračka je zvyčajne vyrobená z plastu a je variabilná?;Stavebnica  
Hry a hračky;2;Ktorá hračka je určená na učenie a rozvoj schopností?;Vzdelávacia stavebnica
Hry a hračky;2;Aká hračka je známa svojou schopnosťou skákať?;Skákací pes  
Hry a hračky;2;Aká hračka sa skladá z farebných blokov?;Duplo  
Hry a hračky;2;Ktorá hračka je určená na montovanie a demontovanie?;Kreatívny set  
Hry a hračky;2;Ktorá hračka je známa svojou farbou a tvarom?;Plyšový medveď  
Hry a hračky;2;Aká hračka je určená na učenie farieb?;Farbičky  
Hry a hračky;2;Ktorá hračka má tvar lode a pláva?;Lodná hračka  
Hry a hračky;2;Aká hračka sa používa na učenie číslic?;Číselné kocky  
Hry a hračky;2;Ktorá hračka má zvuk a je interaktívna?;Interaktívny robot  
Hry a hračky;2;Ktorá hra je známa ako "hra na preteky" s autami?;Pretekárske autíčka  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou?;Stavebnica  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou lietať?;Dron  
Hry a hračky;2;Ktorá hračka je určená na učenie tvarov?;Tvarové kocky  
Hry a hračky;2;Ktorá hračka je obľúbená pre deti a má svetlá?;Svetelný robot  
Hry a hračky;2;Aká hra je známa svojím logickým myslením?;Logická hra  
Hry a hračky;2;Ktorá hračka má kolieska a jazdí?;Autíčko  
Hry a hračky;2;Ktorá hračka sa používa na hranie vo vode?;Plávajúca kačka  
Hry a hračky;2;Aká hračka je populárna na narodeninových oslavách?;Balóniky  
Hry a hračky;2;Ktorá hračka je určená na učenie písmen?;Písmenkový set  
Hry a hračky;2;Ktorá hračka je známa svojou odolnosťou?;Gumená hračka  
Hry a hračky;2;Aká hračka je známa svojou jednoduchosťou?;Drevené kocky  
Hry a hračky;2;Ktorá hračka je obľúbená medzi bábätkami?;Plyšový zajac  
Hry a hračky;2;Ktorá hra sa hrá s figúrkami na doske?;Šach  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou plávať?;Lodný model  
Hry a hračky;2;Ktorá hračka je určená na zábavu a pohyb?;Skákajúca lopta  
Hry a hračky;2;Ktorá hračka je obľúbená pre deti a má zvuky?;Zvuková kniha  
Hry a hračky;2;Aká hračka je známa svojou variabilitou?;Kreatívna stavebnica  
Hry a hračky;2;Ktorá hračka je určená na učenie a má rôzne zvuky?;Hudobný nástroj  
Hry a hračky;2;Ktorá hra je známa svojou strategickou hrou?;Risk  
Hry a hračky;2;Ktorá hračka je obľúbená medzi chlapcami?;Autíčko  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou chápať príkazy?;Inteligentný robot  
Hry a hračky;2;Ktorá hračka je známa svojou farbou a tvarom?;Kocka  
Hry a hračky;2;Aká hračka je populárna na výlety a má kolieska?;Cestovný kočík  
Hry a hračky;2;Ktorá hračka je určená na hranie v piesku?;Piesková forma  
Hry a hračky;2;Ktorá hračka je známa svojou schopnosťou skákať?;Skákací balón  
Hry a hračky;2;Ktorá hračka je obľúbená medzi dievčatami?;Barbie  
Hry a hračky;2;Aká hračka je známa svojou odolnosťou?;Gumový medvedík  
Hry a hračky;2;Ktorá hračka je určená na učenie a je interaktívna?;Interaktívny tablet  
Hry a hračky;2;Aká hračka je známa svojou variabilitou a flexibilitou?;Stavebnica LEGO  
Hry a hračky;2;Ktorá hračka je určená na zábavu a pohyb?;Skákanie na trampolíne  
Hry a hračky;2;Ktorá hračka má tvar zvieratka a je obľúbená?;Plyšový slon  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou skákať?;Skákací hrad  
Hry a hračky;2;Ktorá hračka je určená na učenie farieb?;Farbičky  
Hry a hračky;2;Ktorá hračka je obľúbená na narodeninových oslavách?;Torta  
Hry a hračky;2;Ktorá hračka má zvuk a je interaktívna?;Hračkársky telefón  
Hry a hračky;2;Ktorá hračka je známa svojou variabilitou?;Puzzle  
Hry a hračky;2;Aká hračka je známa svojou schopnosťou plávať?;Plávajúci robot  
Hry a hračky;2;Ktorá hračka je obľúbená medzi bábätkami a má zvuky?;Hračkárska kniha  
Hry a hračky;2;Aká hračka je známa svojou jednoduchosťou?;Drevené autíčko  
Hry a hračky;2;Ktorá hračka je určená na učenie a má rôzne textúry?;Textúrne kocky
Hry a hračky;3;Ktorá stolná hra sa hrá na doske so 64 políčkami?;Šach
Hry a hračky;3;Aká je názov populárneho detského bábkového divadla?;Marioneta
Hry a hračky;3;Ktorá hračka sa používa na učenie a má písmená?;Písmenková hra
Hry a hračky;3;Ktorá hra sa hrá na ploche s 9 políčkami?;Tic-tac-toe
Hry a hračky;3;Ktorá hračka je známa svojou schopnosťou skákať a pohybovať sa?;Skákajúca lopta
Hry a hračky;3;Ktorý z týchto hier je známy ako "hra s číslami"?;Sudoku
Hry a hračky;3;Ktorá hračka je známa z filmu Toy Story?;Buzz Lightyear
Hry a hračky;3;Aká hračka je známa svojou schopnosťou skákať a otáčať sa?;Skákajúca guma
Hry a hračky;3;Ktorá hračka je obľúbená na školských dvoroch a má tvar zvieraťa?;Plyšový medveď
Hry a hračky;3;Ktorá hra sa hrá s figurkami a vyžaduje stratégiu?;Risk
Hry a hračky;3;Ktorá hračka je známa svojou variabilitou v stavbe?;LEGO
Hry a hračky;3;Aká hračka je známa svojou schopnosťou plávať v bazéne?;Plávajúca kačička
Hry a hračky;3;Ktorá hračka je určená na učenie čísel?;Číselné kocky
Hry a hračky;3;Ktorá hračka je zvyčajne určená pre staršie deti a obsahuje strategické prvky?;Taktické doskové hry
Hry a hračky;3;Ktorá hra sa hrá na doske a zahŕňa obchodovanie?;Monopoly
Hry a hračky;3;Ktorá hračka je známa svojou schopnosťou vytvárať zvuky?;Interaktívna hračka
Hry a hračky;3;Ktorá hračka je obľúbená a používa sa na rozvoj motorických zručností?;Stavebnica
Hry a hračky;3;Aká hračka je určená na učenie a predstavuje geometrické tvary?;Geometrické bloky
Hry a hračky;3;Ktorá hra sa hrá s figúrkami a má cieľ získať väčšinu územia?;Risk
Hry a hračky;3;Ktorá hračka je známa svojou odolnosťou a je určená pre vonkajšie hry?;Lopta
Hry a hračky;3;Aká je názov populárnej kartovej hry s tromi kartami?;Bluff
Hry a hračky;3;Ktorá hračka je známa svojou schopnosťou svietiť?;Svietiaca lopta
Hry a hračky;3;Ktorá hračka je určená na učenie farieb a tvarov?;Tvarové bloky
Hry a hračky;3;Ktorá hračka je obľúbená na narodeninových oslavách a má tvar zvieraťa?;Plyšová hračka
Hry a hračky;3;Ktorá hra sa hrá s figúrkami a vyžaduje logické myslenie?;Dáma
Hry a hračky;3;Ktorá hračka je známa svojou variabilitou a modifikovateľnosťou?;Stavebnica
Hry a hračky;3;Ktorá hračka je určená na učenie a má rôzne zvuky?;Interaktívna kniha
Hry a hračky;3;Ktorá hračka je obľúbená medzi deťmi a je známa svojou zložitou konštrukciou?;Robotická hračka
Hry a hračky;3;Aká je populárna hra s figúrkami a má cieľ získať čo najviac bodov?;Dominó
Hry a hračky;3;Ktorá hračka je známa svojou schopnosťou skákať a pohybovať sa?;Skákajúca lopta
Hry a hračky;3;Ktorá hračka je obľúbená medzi deťmi a používa sa na hranie vo vode?;Vodná hračka
Hry a hračky;3;Ktorá hračka je určená na zábavu a pohyb?;Skákací hrad
Hry a hračky;3;Ktorá hračka je známa svojou schopnosťou byť "inteligentná"?;Interaktívny robot
Hry a hračky;3;Ktorá hračka sa používa na učenie a má rôzne textúry?;Textúrované bloky
Hry a hračky;3;Ktorá hra sa hrá s figúrkami a má strategický charakter?;Catan
Hry a hračky;3;Ktorá hračka má zvuky a je známa svojou interaktívnosťou?;Interaktívna bábika
Hry a hračky;3;Ktorá hračka je obľúbená medzi deťmi a má pohyb?;Autíčko
Hry a hračky;3;Ktorá hračka je určená na učenie a má zvuky?;Hračkársky telefón
Hry a hračky;3;Ktorá hračka je známa svojou variabilitou a flexibilitou?;Modelovacia hmota
Hry a hračky;3;Ktorá hračka je obľúbená na pieskovisku a má tvar zvieraťa?;Pieskový hrad
Hry a hračky;3;Ktorá hra je známa svojím logickým myslením a strategickým plánovaním?;Šach
Hry a hračky;3;Ktorá hračka je určená na učenie a má rôzne geometrické tvary?;Geometrické puzzle
Hry a hračky;3;Ktorá hračka je známa svojou schopnosťou rozvíjať motoriku?;Hračkárske náradie
