kategoria;narocnost;otazka;odpoved
Šport;2;Ktoré mesto hostilo zimné olympijské hry 2010?;Vancouver  
Šport;2;Kto je najznámejší cyklista všetkých čias?;Lance Armstrong  
Šport;2;Aký šport je známy ako "hokej na tráve"?;Lawn Hockey  
Šport;2;Kto vyhral posledný titul vo Formula 1?;Max Verstappen  
Šport;2;Ktorý šport je známy ako "súťaž v kráse"?;Tanečné športy  
Šport;2;Kto je najúspešnejší golfista v histórii?;Jack Nicklaus  
Šport;2;Aký je názov najväčšieho futbalového štadióna v Európe?;Camp Nou  
Šport;2;Kto je najznámejší zápasník WWE?;Dwayne Johnson  
Šport;2;Ktorý tím vyhral posledný Stanley Cup?;Tampa Bay Lightning  
Šport;2;Kto je najznámejší maratónsky bežec?;Eliud Kipchoge  
Šport;2;Aký šport je známy ako "noblesse"?;Polo  
Šport;2;Kto je najlepším volejbalistom?;Karch Kiraly  
Šport;2;Kde sa konajú majstrovstvá sveta v rugby?;Južná Afrika  
Šport;2;Kto je najúspešnejší pretekár v triatlone?;Mark Allen  
Šport;2;Aký šport sa hrá na skateboarde?;Skateboarding  
Šport;2;Kto je najznámejší plážový volejbalista?;Kerri Walsh  
Šport;2;Kde sa konajú majstrovstvá sveta v atletike?;Eugene  
Šport;2;Kto vyhral posledný Super Bowl v NFL?;Kansas City  
Šport;2;Kto je najúspešnejší cyklista Tour de France?;Bernard Hinault  
Šport;2;Ktoré mesto hostilo olympijské hry 1992?;Barcelona  
Šport;2;Kto je najlepším slovenským futbalistom?;Ľubomír Moravčík  
Šport;2;Aký šport je známy ako "súťaž v rýchlosti"?;Kriket  
Šport;2;Kto je známy ako "Kráľ tenisu"?;Roger Federer  
Šport;2;Kto je najznámejší futbalový útočník?;Ronaldo  
Šport;2;Kedy sa konajú majstrovstvá sveta v hokeji?;Každoročne  
Šport;2;Kto je najúspešnejší plavec v histórii?;Michael Phelps  
Šport;2;Kto vyhral zlato na olympijských hrách v Tokiu?;Caeleb Dressel  
Šport;2;Kto je najlepším futbalovým rozhodcom?;Pierluigi Collina  
Šport;2;Kto je najznámejší slovenský hokejový brankár?;Jaroslav Halák  
Šport;2;Ktorý šport je známy ako "kráľovská hra"?;Šach  
Šport;2;Kto je najúspešnejší hokejový tréner?;Scotty Bowman  
Šport;2;Aké je najväčšie cyklistické preteky?;Tour de France  
Šport;2;Kto je známy ako "Babe Ruth" baseballu?;George Herman  
Šport;2;Aký šport sa hrá na pieskových plážach?;Plážový volejbal  
Šport;2;Kto je najznámejší jazdec v NASCAR?;Dale Earnhardt  
Šport;2;Ktorý tím vyhral posledný titul v bundeslige?;Bayern Mníchov  
Šport;2;Kto je najrýchlejší plavec všetkých čias?;Michael Phelps  
Šport;2;Kto je najúspešnejší maratónsky bežec v histórii?;Haile Gebrselassie  
Šport;2;Kto je známy ako "Kráľ futbalu"?;Pelé  
Šport;2;Aký šport je známy ako "tanečný šport"?;Ballet
Šport;3;Kto má najviac zlatých medailí na olympiáde?;Phelps  
Šport;3;Ktorý tím vyhral posledný Copa America?;Argentina  
Šport;3;Kto je najúspešnejší tréner v histórii NBA?;Phil Jackson  
Šport;3;Kto je najrýchlejší muž v histórii na 400 m?;Wayde van Niekerk  
Šport;3;Kto vyhral posledný RWC v rugby?;South Africa  
Šport;3;Kto je známy ako "The Greatest"?;Muhammad Ali  
Šport;3;Kto je najúspešnejší plážový volejbalový tím?;Kerri Walsh  
Šport;3;Kto je najznámejší lyžiar?;Lindsey Vonn  
Šport;3;Kto má najviac titulov vo Formula 1?;Michael Schumacher  
Šport;3;Kto vyhral posledný UEFA Euro?;Itália  
Šport;3;Kto je najúspešnejší jazdec v F1?;Lewis Hamilton  
Šport;3;Kto je najlepší skokan na lyžiach všetkých čias?;Matti Nykanen  
Šport;3;Kto je najrýchlejší plavec na 200 m?;Michael Phelps  
Šport;3;Kto vyhral posledný Wimbledon u žien?;Elena Rybakina  
Šport;3;Kto je najúspešnejší cyklista na Grand Tour?;Eddy Merckx  
Šport;3;Kto je najstarší víťaz Tour de France?;Firmin Lambot  
Šport;3;Kto má najviac titulov v hokeji?;Wayne Gretzky  
Šport;3;Kto vyhral zlato na 400 m v Tokiu?;Karsten Warholm  
Šport;3;Kto je najúspešnejší tenista na antuke?;Rafael Nadal  
Šport;3;Kto je najznámejší zápasník WWE?;Stone Cold  
Šport;3;Kto vyhral posledný Stanley Cup v NHL?;Colorado Avalanche  
Šport;3;Kto má najviac zlatých medailí v plávaní?;Michael Phelps  
Šport;3;Kto je najúspešnejší golfista všetkých čias?;Jack Nicklaus  
Šport;3;Kto je najlepší slovenský hokejista v NHL?;Zdeno Chára  
Šport;3;Kto je najúspešnejší futbalista v histórii?;Cristiano Ronaldo  
Šport;3;Kto je najznámejší skokan na lyžiach?;Emanuel S.  
Šport;3;Kto je najúspešnejší plavec v histórii?;Michael Phelps  
Šport;3;Kto vyhral posledný Masters v golfe?;Scottie Scheffler  
Šport;3;Kto je najrýchlejší atlét na svete?;Usain Bolt  
Šport;3;Kto je najlepší futbalový útočník v histórii?;Gerd Müller  
Šport;3;Kto je najznámejší futbalový brankár?;Lev Yashin  
Šport;3;Kto je najúspešnejší futbalový tím v histórii?;Real Madrid  
Šport;3;Kto je najúspešnejší tenista vo Wimbledone?;Roger Federer  
Šport;3;Kto vyhral posledný Grand Prix v formule?;Max Verstappen  
Šport;3;Kto je známy ako "Kráľ futbalu"?;Pelé  
Šport;3;Kto je najúspešnejší športovec vo futbale?;Cristiano Ronaldo  
Šport;3;Kto vyhral posledný ročník Tour de France?;Jonas Vingegaard  
Šport;3;Kto je najúspešnejší futbalový tréner v histórii?;Sir Alex Ferguson  
Šport;3;Kto je najznámejší americký futbalista?;Tom Brady  
Šport;3;Kto je najlepší slovenský tenista?;Dominik Hrbatý  
Šport;3;Kto vyhral posledný šampionát v boxe?;Saúl Álvarez  
Šport;3;Kto je najznámejší pretekár v NASCAR?;Dale Earnhardt  
Šport;3;Kto je najúspešnejší skokan do vody?;Greg Louganis  
Šport;3;Kto má najviac titulov v hokeji?;Wayne Gretzky  
Šport;3;Kto vyhral posledný šampionát v basketbale?;Milwaukee Bucks  
Šport;3;Kto je najúspešnejší skater?;Tony Hawk  
Šport;3;Kto je najznámejší tréner v histórii?;Phil Jackson  
Šport;3;Kto vyhral posledné majstrovstvá sveta v hokeji?;Kanada  
Šport;3;Kto je najúspešnejší hokejový brankár?;Martin Brodeur  
Šport;3;Kto je najrýchlejší muž na 100 m?;Usain Bolt  
Šport;3;Kto je najúspešnejší futbalový brankár?;Lev Yashin  
Šport;3;Kto je najznámejší tenista?;Roger Federer  
Šport;3;Kto vyhral posledný šampionát v MMA?;Islam Makhachev  
Šport;3;Kto je najúspešnejší cyklista v histórii?;Eddy Merckx  
Šport;3;Kto je najstarší víťaz v histórii Grand Slamu?;Ken Rosewall  
Šport;3;Kto je najznámejší futbalový útočník?;Pelé  
Šport;3;Kto vyhral posledný Super Bowl v NFL?;Kansas City Chiefs  
Šport;3;Kto je najúspešnejší tenista všetkých čias?;Roger Federer
Šport;3;Kto je najúspešnejší skokan na lyžiach všetkých čias?;Janne Ahonen  
Šport;3;Kto vyhral Tour de France v 2021?;Tadej Pogačar  
Šport;3;Aký šport je známy ako "pohybujúca sa hra"?;Futbal  
Šport;3;Kto je najrýchlejší muž na 400 metrov?;Wayde van Niekerk  
Šport;3;Kto je najznámejší futbalista Nemecka?;Franz Beckenbauer  
Šport;3;Kto je najúspešnejší tenista na antuke?;Rafael Nadal  
Šport;3;Kto vyhral posledný Stanley Cup v NHL?;Colorado Avalanche  
Šport;3;Kto je najlepší hokejový útočník v histórii?;Wayne Gretzky  
Šport;3;Aký šport sa hrá na pieskových plážach?;Plážový volejbal  
Šport;3;Kto je najznámejší cyklista v histórii?;Eddy Merckx  
Šport;3;Kto je najúspešnejší plavec na svete?;Michael Phelps  
Šport;3;Kto je najznámejší futbalista v Taliansku?;Roberto Baggio  
Šport;3;Kto je najúspešnejší golfista v histórii?;Jack Nicklaus  
Šport;3;Kto je najznámejší motoristický pretekár?;Ayrton Senna  
Šport;3;Kto vyhral posledné majstrovstvá sveta v rugby?;South Africa  
Šport;3;Kto je najúspešnejší futbalový brankár?;Lev Yashin  
Šport;3;Kto je najznámejší jazdec v F1?;Lewis Hamilton  
Šport;3;Kto je najúspešnejší tenista v mužskej histórii?;Roger Federer  
Šport;3;Kto vyhral posledný RWC v rugby?;South Africa  
Šport;3;Kto je najúspešnejší športovec v histórii?;Michael Phelps  
Šport;3;Kto je najstarší víťaz Tour de France?;Firmin Lambot  
Šport;3;Kto je najúspešnejší maratónsky bežec?;Eliud Kipchoge  
Šport;3;Kto je najznámejší futbalový tréner?;Sir Alex Ferguson  
Šport;3;Kto je najúspešnejší hokejový brankár?;Dominik Hašek  
Šport;3;Kto je známy ako "Kráľ futbalu"?;Pelé  
Šport;3;Kto je najúspešnejší futbalista vo Francúzsku?;Zinedine Zidane  
Šport;3;Kto vyhral posledný UEFA Euro?;Itália  
Šport;3;Kto je najznámejší pretekár v MotoGP?;Valentino Rossi  
Šport;3;Kto je najrýchlejší muž na 200 m?;Usain Bolt  
Šport;3;Kto je najúspešnejší tenista všetkých čias?;Roger Federer  
Šport;3;Kto je najúspešnejší strelec v histórii NHL?;Wayne Gretzky  
Šport;3;Kto je najznámejší futbalový útočník?;Cristiano Ronaldo  
Šport;3;Kto je najúspešnejší hokejový tím?;Montreal Canadiens  
Šport;3;Kto je najlepší futbalový brankár všetkých čias?;Lev Yashin  
Šport;3;Kto je najznámejší futbalový útočník v histórii?;Pelé  
Šport;3;Kto je najúspešnejší tenista žien?;Serena Williams  
Šport;3;Kto je najstarší víťaz Grand Slamu?;Ken Rosewall  
Šport;3;Kto vyhral posledné majstrovstvá sveta vo futbale?;Francúzsko  
Šport;3;Kto je najúspešnejší športovec v cyklistike?;Eddy Merckx  
Šport;3;Kto je najznámejší jazdec na koni?;Zara Phillips  
Šport;3;Kto je najúspešnejší golfista všetkých čias?;Tiger Woods  
Šport;3;Kto je najznámejší futbalista Argentíny?;Diego Maradona  
Šport;3;Kto vyhral poslednú olympiádu v plávaní?;Caeleb Dressel  
Šport;3;Kto je známy ako "Kráľ boxu"?;Muhammad Ali  
Šport;3;Kto je najznámejší pretekár v NASCAR?;Dale Earnhardt  
Šport;3;Kto je najúspešnejší skokan do vody?;Greg Louganis  
Šport;3;Kto je najznámejší futbalista v Anglicku?;Bobby Moore  
Šport;3;Kto je najúspešnejší pretekár v triatlone?;Mark Allen  
Šport;3;Kto je najznámejší skokan na lyžiach?;Kamil Stoch  
Šport;3;Kto je najúspešnejší futbalista v histórii?;Cristiano Ronaldo  
Šport;3;Kto je najznámejší futbalový brankár v histórii?;Lev Yashin  
Šport;3;Kto je najúspešnejší futbalista v Nemecku?;Franz Beckenbauer  
Šport;3;Kto je najznámejší zápasník MMA?;Conor McGregor  
Šport;3;Kto je najúspešnejší volejbalista?;Kerri Walsh  
Šport;3;Kto je najznámejší tenista na trávnatých kurtoch?;Roger Federer  
Šport;3;Kto vyhral posledný šampionát v golfu?;Collin Morikawa  
Šport;3;Kto je najznámejší plážový volejbalista?;Kerri Walsh  
Šport;3;Kto je najúspešnejší bežec na 100 m?;Usain Bolt
