kategoria;narocnost;otazka;odpoved
Chémia;3;Ktorý prvok je známy ako "zlatý" prvok?;Au  
Chémia;3;Aká je chemická zlúčenina pre kyselinu octovú?;CH3COOH  
Chémia;3;Ktorý prvok má atomové číslo 33?;Arzén  
Chémia;3;Aký je chemický symbol pre niób?;Nb  
Chémia;3;Ktorý prvok je známy ako "tekutý kov"?;Rtuť  
Chémia;3;Aký je chemický symbol pre antimon?;Sb  
Chémia;3;Ktorý prvok má atomové číslo 4?;Beryl  
Chémia;3;Aká je chemická zlúčenina pre hexán?;C6H14  
Chémia;3;Ktorý prvok je známy ako "zelený fosfór"?;P  
Chémia;3;Aký je chemický symbol pre hafnium?;Hf  
Chémia;3;Ktorý prvok je základom DNA?;Uhlík  
Chémia;3;Aký je chemický symbol pre strontium?;Sr  
Chémia;3;Ktorý prvok má atomové číslo 118?;Oganesson  
Chémia;3;Aká je chemická zlúčenina pre síran amónny?;NH4SO4  
Chémia;3;Ktorý prvok je známy ako "kovový sodík"?;Na  
Chémia;3;Aký je chemický symbol pre kobalt?;Co  
Chémia;3;Ktorý plyn je známy ako "ozón"?;O3  
Chémia;3;Aký je chemický symbol pre bárium?;Ba  
Chémia;3;Ktorý prvok má atomové číslo 20?;Vápnik  
Chémia;3;Aká je chemická zlúčenina pre acetylén?;C2H2  
Chémia;3;Ktorý prvok je známy ako "tekutý vzduch"?;Argón  
Chémia;3;Aký je chemický symbol pre urán?;U  
Chémia;3;Ktorý prvok má atomové číslo 29?;Meď  
Chémia;3;Aká je chemická zlúčenina pre kyselinu fosforečnú?;H3PO4  
Chémia;3;Ktorý prvok je známy ako "tantal"?;Ta  
Chémia;3;Aký je chemický symbol pre rhenium?;Re  
Chémia;3;Ktorý prvok má atomové číslo 30?;Zinok  
Chémia;3;Aká je chemická zlúčenina pre kyselinu mravčiu?;HCOOH  
Chémia;3;Ktorý plyn je známy ako "kyselina uhličitá"?;CO2  
Chémia;3;Aký je chemický symbol pre zlúčeninu síranu?;SO2  
Chémia;3;Ktorý prvok je známy ako "tekutý hliník"?;Al  
Chémia;3;Aká je chemická zlúčenina pre propylén?;C3H6  
Chémia;3;Ktorý prvok má atomové číslo 12?;Horčík  
Chémia;3;Aký je chemický symbol pre praseodym?;Pr
Chémia;3;Aký je chemický symbol pre tantal?;Ta  
Chémia;3;Ktorý prvok má atomové číslo 76?;Os  
Chémia;3;Aká je chemická zlúčenina pre tetrafluórovaný metán?;CF4  
Chémia;3;Ktorý prvok je známy ako "kyslík v atmosfére"?;O2  
Chémia;3;Aký je chemický symbol pre technécium?;Tc  
Chémia;3;Ktorý prvok má chemický symbol Cl?;Chlór  
Chémia;3;Aká je chemická zlúčenina pre dichlórmetán?;CH2Cl2  
Chémia;3;Ktorý plyn je známy ako "skleníkový plyn"?;CO2  
Chémia;3;Aký je chemický symbol pre hafnium?;Hf  
Chémia;3;Ktorý prvok má atomové číslo 30?;Zn  
Chémia;3;Aká je chemická zlúčenina pre olovnatý oxid?;PbO  
Chémia;3;Ktorý prvok je známy ako "nobelium"?;No  
Chémia;3;Aký je chemický symbol pre rhenium?;Re  
Chémia;3;Ktorá zlúčenina je známa ako "kyselina boritá"?;H3BO3  
Chémia;3;Aký je chemický symbol pre yttrium?;Y  
Chémia;3;Ktorý prvok má atomové číslo 86?;Rn  
Chémia;3;Aká je chemická zlúčenina pre síran hlinitý?;Al2(SO4)3  
Chémia;3;Ktorý prvok je známy ako "tekutý hliník"?;Al  
Chémia;3;Aký je chemický symbol pre cer?;Ce  
Chémia;3;Ktorý plyn je známy ako "oxid dusnatý"?;NO  
Chémia;3;Aký je chemický symbol pre zlúčeninu síranu?;SO4  
Chémia;3;Ktorý prvok má atomové číslo 38?;Sr  
Chémia;3;Aká je chemická zlúčenina pre kyselinu fosforečnú?;H3PO4  
Chémia;3;Ktorý prvok je známy ako "kyselina sírová"?;H2SO4  
Chémia;3;Aký je chemický symbol pre berylium?;Be  
Chémia;3;Ktorý prvok má atomové číslo 23?;V  
Chémia;3;Aká je chemická zlúčenina pre fosfát?;PO4  
Chémia;3;Ktorý prvok je známy ako "vodíkový"?;H  
Chémia;3;Aký je chemický symbol pre kadmium?;Cd  
Chémia;3;Ktorá zlúčenina je známa ako "kyselina acetylénová"?;C2H2  
Chémia;3;Aký je chemický symbol pre urán?;U  
Chémia;3;Ktorý prvok má atomové číslo 53?;I  
Chémia;3;Aká je chemická zlúčenina pre chlorid sodný?;NaCl  
Chémia;3;Ktorý prvok je známy ako "strieborný"?;Ag  
Chémia;3;Aký je chemický symbol pre vanád?;V  
Chémia;3;Ktorý prvok má atomové číslo 4?;Be  
Chémia;3;Aká je chemická zlúčenina pre amónny chlorid?;NH4Cl  
Chémia;3;Ktorý prvok je známy ako "uhlík"?;C  
Chémia;3;Aký je chemický symbol pre platinu?;Pt  
Chémia;3;Ktorý prvok má atomové číslo 50?;Sn  
Chémia;3;Aká je chemická zlúčenina pre kyselinu mravčiu?;HCOOH  
Chémia;3;Ktorý prvok je známy ako "meď"?;Cu  
Chémia;3;Aký je chemický symbol pre hélium?;He  
Chémia;3;Ktorý plyn je známy ako "kyselina octová"?;CH3COOH  
Chémia;3;Aký je chemický symbol pre bárium?;Ba  
Chémia;3;Ktorý prvok má atomové číslo 35?;Br  
Chémia;3;Aká je chemická zlúčenina pre kyselinu citrónovú?;C6H8O7  
Chémia;3;Ktorý prvok je známy ako "vodný"?;H2O  
Chémia;3;Aký je chemický symbol pre molybdén?;Mo  
Chémia;3;Ktorý prvok má atomové číslo 24?;Cr  
Chémia;3;Aká je chemická zlúčenina pre síran?;SO4  
Chémia;3;Ktorý prvok je známy ako "zelený plyn"?;N2O  
Chémia;3;Aký je chemický symbol pre neón?;Ne  
Chémia;3;Ktorý prvok má atomové číslo 14?;Si  
Chémia;3;Aká je chemická zlúčenina pre oxalát?;C2O4  
Chémia;3;Ktorý prvok je známy ako "kyselina dusičná"?;HNO3  
Chémia;3;Aký je chemický symbol pre strontium?;Sr
